GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US130890232121,130890232121,"Block Group 1, Census Tract 232.12, DeKalb County, Georgia",76250,15803
1500000US130890232122,130890232122,"Block Group 2, Census Tract 232.12, DeKalb County, Georgia",41250,31236
1500000US130890232132,130890232132,"Block Group 2, Census Tract 232.13, DeKalb County, Georgia",69474,17206
1500000US130890232133,130890232133,"Block Group 3, Census Tract 232.13, DeKalb County, Georgia",37846,6875
1500000US130890232141,130890232141,"Block Group 1, Census Tract 232.14, DeKalb County, Georgia",41223,8202
1500000US130890232142,130890232142,"Block Group 2, Census Tract 232.14, DeKalb County, Georgia",53884,3727
1500000US130890233031,130890233031,"Block Group 1, Census Tract 233.03, DeKalb County, Georgia",61360,12518
1500000US130890233032,130890233032,"Block Group 2, Census Tract 233.03, DeKalb County, Georgia",26818,11041
1500000US130890233033,130890233033,"Block Group 3, Census Tract 233.03, DeKalb County, Georgia",28281,9134
1500000US130890233034,130890233034,"Block Group 4, Census Tract 233.03, DeKalb County, Georgia",27614,14530
1500000US130890233061,130890233061,"Block Group 1, Census Tract 233.06, DeKalb County, Georgia",58793,13639
1500000US130890233062,130890233062,"Block Group 2, Census Tract 233.06, DeKalb County, Georgia",59344,30311
1500000US130890233063,130890233063,"Block Group 3, Census Tract 233.06, DeKalb County, Georgia",39607,14686
1500000US130890233091,130890233091,"Block Group 1, Census Tract 233.09, DeKalb County, Georgia",49357,7672
1500000US130890233092,130890233092,"Block Group 2, Census Tract 233.09, DeKalb County, Georgia",46637,6082
1500000US130890233093,130890233093,"Block Group 3, Census Tract 233.09, DeKalb County, Georgia",44838,5218
1500000US130890233094,130890233094,"Block Group 4, Census Tract 233.09, DeKalb County, Georgia",44028,32618
1500000US130890233101,130890233101,"Block Group 1, Census Tract 233.10, DeKalb County, Georgia",37010,13219
1500000US130890233102,130890233102,"Block Group 2, Census Tract 233.10, DeKalb County, Georgia",31343,12653
1500000US130890233103,130890233103,"Block Group 3, Census Tract 233.10, DeKalb County, Georgia",20523,4273
1500000US130890233104,130890233104,"Block Group 4, Census Tract 233.10, DeKalb County, Georgia",37201,15412
1500000US130890233111,130890233111,"Block Group 1, Census Tract 233.11, DeKalb County, Georgia",76581,16158
1500000US130890233112,130890233112,"Block Group 2, Census Tract 233.11, DeKalb County, Georgia",72000,42854
1500000US130890233121,130890233121,"Block Group 1, Census Tract 233.12, DeKalb County, Georgia",60896,8001
1500000US130890233122,130890233122,"Block Group 2, Census Tract 233.12, DeKalb County, Georgia",59443,27921
1500000US130890233123,130890233123,"Block Group 3, Census Tract 233.12, DeKalb County, Georgia",49536,30499
1500000US130890233131,130890233131,"Block Group 1, Census Tract 233.13, DeKalb County, Georgia",33594,7269
1500000US130890233132,130890233132,"Block Group 2, Census Tract 233.13, DeKalb County, Georgia",49975,6003
1500000US130890233141,130890233141,"Block Group 1, Census Tract 233.14, DeKalb County, Georgia",65432,9568
1500000US130890233142,130890233142,"Block Group 2, Census Tract 233.14, DeKalb County, Georgia",44500,5162
1500000US130890233143,130890233143,"Block Group 3, Census Tract 233.14, DeKalb County, Georgia",42065,31223
1500000US130890233151,130890233151,"Block Group 1, Census Tract 233.15, DeKalb County, Georgia",55469,16372
1500000US130890233152,130890233152,"Block Group 2, Census Tract 233.15, DeKalb County, Georgia",44035,8663
1500000US130890233161,130890233161,"Block Group 1, Census Tract 233.16, DeKalb County, Georgia",66875,17361
1500000US130890233162,130890233162,"Block Group 2, Census Tract 233.16, DeKalb County, Georgia",51135,4446
1500000US130890233163,130890233163,"Block Group 3, Census Tract 233.16, DeKalb County, Georgia",81635,29529
1500000US130890234101,130890234101,"Block Group 1, Census Tract 234.10, DeKalb County, Georgia",24000,8463
1500000US130890234102,130890234102,"Block Group 2, Census Tract 234.10, DeKalb County, Georgia",38125,11845
1500000US130890234111,130890234111,"Block Group 1, Census Tract 234.11, DeKalb County, Georgia",50750,12537
1500000US130890234112,130890234112,"Block Group 2, Census Tract 234.11, DeKalb County, Georgia",34455,12078
1500000US130890234121,130890234121,"Block Group 1, Census Tract 234.12, DeKalb County, Georgia",24628,14508
1500000US130890234122,130890234122,"Block Group 2, Census Tract 234.12, DeKalb County, Georgia",62639,20782
1500000US130890234123,130890234123,"Block Group 3, Census Tract 234.12, DeKalb County, Georgia",56327,31151
1500000US130890234131,130890234131,"Block Group 1, Census Tract 234.13, DeKalb County, Georgia",47306,8825
1500000US130890234132,130890234132,"Block Group 2, Census Tract 234.13, DeKalb County, Georgia",49537,6148
1500000US130890234141,130890234141,"Block Group 1, Census Tract 234.14, DeKalb County, Georgia",38911,11556
1500000US130890234142,130890234142,"Block Group 2, Census Tract 234.14, DeKalb County, Georgia",56645,21028
1500000US130890234143,130890234143,"Block Group 3, Census Tract 234.14, DeKalb County, Georgia",66189,13683
1500000US130890234161,130890234161,"Block Group 1, Census Tract 234.16, DeKalb County, Georgia",44314,33754
1500000US130890234162,130890234162,"Block Group 2, Census Tract 234.16, DeKalb County, Georgia",76542,17124
1500000US130890234163,130890234163,"Block Group 3, Census Tract 234.16, DeKalb County, Georgia",42875,36622
1500000US130890234164,130890234164,"Block Group 4, Census Tract 234.16, DeKalb County, Georgia",73615,9645
1500000US130890234181,130890234181,"Block Group 1, Census Tract 234.18, DeKalb County, Georgia",40351,13395
1500000US130890234182,130890234182,"Block Group 2, Census Tract 234.18, DeKalb County, Georgia",60617,13987
1500000US130890234183,130890234183,"Block Group 3, Census Tract 234.18, DeKalb County, Georgia",45208,10108
1500000US130890234184,130890234184,"Block Group 4, Census Tract 234.18, DeKalb County, Georgia",47904,8824
1500000US130890234191,130890234191,"Block Group 1, Census Tract 234.19, DeKalb County, Georgia",65871,12777
1500000US130890234192,130890234192,"Block Group 2, Census Tract 234.19, DeKalb County, Georgia",51595,31038
1500000US130890234193,130890234193,"Block Group 3, Census Tract 234.19, DeKalb County, Georgia",61550,30719
1500000US130890234211,130890234211,"Block Group 1, Census Tract 234.21, DeKalb County, Georgia",32087,14854
1500000US130890234212,130890234212,"Block Group 2, Census Tract 234.21, DeKalb County, Georgia",59934,40182
1500000US130890234213,130890234213,"Block Group 3, Census Tract 234.21, DeKalb County, Georgia",37399,8246
1500000US130890234221,130890234221,"Block Group 1, Census Tract 234.22, DeKalb County, Georgia",61150,13460
1500000US130890234222,130890234222,"Block Group 2, Census Tract 234.22, DeKalb County, Georgia",52519,6841
1500000US130890234231,130890234231,"Block Group 1, Census Tract 234.23, DeKalb County, Georgia",68472,8653
1500000US130890234232,130890234232,"Block Group 2, Census Tract 234.23, DeKalb County, Georgia",42212,32823
1500000US130890234233,130890234233,"Block Group 3, Census Tract 234.23, DeKalb County, Georgia",60938,18675
1500000US130890234241,130890234241,"Block Group 1, Census Tract 234.24, DeKalb County, Georgia",58859,6041
1500000US130890234242,130890234242,"Block Group 2, Census Tract 234.24, DeKalb County, Georgia",51389,28367
1500000US130890234251,130890234251,"Block Group 1, Census Tract 234.25, DeKalb County, Georgia",42106,31178
1500000US130890234252,130890234252,"Block Group 2, Census Tract 234.25, DeKalb County, Georgia",75359,9516
1500000US130890234261,130890234261,"Block Group 1, Census Tract 234.26, DeKalb County, Georgia",77391,21558
1500000US130890234262,130890234262,"Block Group 2, Census Tract 234.26, DeKalb County, Georgia",57287,12913
1500000US130890234271,130890234271,"Block Group 1, Census Tract 234.27, DeKalb County, Georgia",51824,19400
1500000US130890234272,130890234272,"Block Group 2, Census Tract 234.27, DeKalb County, Georgia",62404,23683
1500000US130890234281,130890234281,"Block Group 1, Census Tract 234.28, DeKalb County, Georgia",28906,12166
1500000US130890234282,130890234282,"Block Group 2, Census Tract 234.28, DeKalb County, Georgia",28505,9848
1500000US130890234283,130890234283,"Block Group 3, Census Tract 234.28, DeKalb County, Georgia",34245,7144
1500000US130890234284,130890234284,"Block Group 4, Census Tract 234.28, DeKalb County, Georgia",51594,12240
1500000US130890235011,130890235011,"Block Group 1, Census Tract 235.01, DeKalb County, Georgia",22204,6048
1500000US130890235012,130890235012,"Block Group 2, Census Tract 235.01, DeKalb County, Georgia",32464,15448
1500000US130890235041,130890235041,"Block Group 1, Census Tract 235.04, DeKalb County, Georgia",19306,3398
1500000US130890235042,130890235042,"Block Group 2, Census Tract 235.04, DeKalb County, Georgia",23682,5183
1500000US130890235043,130890235043,"Block Group 3, Census Tract 235.04, DeKalb County, Georgia",21944,6776
1500000US130890235051,130890235051,"Block Group 1, Census Tract 235.05, DeKalb County, Georgia",37474,9689
1500000US130890235052,130890235052,"Block Group 2, Census Tract 235.05, DeKalb County, Georgia",42951,12615
1500000US130890235061,130890235061,"Block Group 1, Census Tract 235.06, DeKalb County, Georgia",23281,6079
1500000US130890235062,130890235062,"Block Group 2, Census Tract 235.06, DeKalb County, Georgia",51703,8503
1500000US130890235063,130890235063,"Block Group 3, Census Tract 235.06, DeKalb County, Georgia",45383,10267
1500000US130890235071,130890235071,"Block Group 1, Census Tract 235.07, DeKalb County, Georgia",38558,14922
1500000US130890235072,130890235072,"Block Group 2, Census Tract 235.07, DeKalb County, Georgia",43333,10592
1500000US130890235073,130890235073,"Block Group 3, Census Tract 235.07, DeKalb County, Georgia",39135,11734
1500000US130890236011,130890236011,"Block Group 1, Census Tract 236.01, DeKalb County, Georgia",67733,26865
1500000US130890236012,130890236012,"Block Group 2, Census Tract 236.01, DeKalb County, Georgia",41768,17537
1500000US130890236013,130890236013,"Block Group 3, Census Tract 236.01, DeKalb County, Georgia",65921,26009
1500000US130890236021,130890236021,"Block Group 1, Census Tract 236.02, DeKalb County, Georgia",41326,8272
1500000US130890236022,130890236022,"Block Group 2, Census Tract 236.02, DeKalb County, Georgia",36473,2629
1500000US130890236031,130890236031,"Block Group 1, Census Tract 236.03, DeKalb County, Georgia",40339,12371
1500000US130890236032,130890236032,"Block Group 2, Census Tract 236.03, DeKalb County, Georgia",30691,12527
1500000US130890237001,130890237001,"Block Group 1, Census Tract 237, DeKalb County, Georgia",18641,10470
1500000US130890237002,130890237002,"Block Group 2, Census Tract 237, DeKalb County, Georgia",35234,20137
1500000US130890237003,130890237003,"Block Group 3, Census Tract 237, DeKalb County, Georgia",27244,17247
1500000US130890237004,130890237004,"Block Group 4, Census Tract 237, DeKalb County, Georgia",34291,25688
1500000US130890238011,130890238011,"Block Group 1, Census Tract 238.01, DeKalb County, Georgia",64167,13341
1500000US130890238012,130890238012,"Block Group 2, Census Tract 238.01, DeKalb County, Georgia",46917,11500
1500000US130890238013,130890238013,"Block Group 3, Census Tract 238.01, DeKalb County, Georgia",60625,15290
1500000US130890238021,130890238021,"Block Group 1, Census Tract 238.02, DeKalb County, Georgia",31815,14464
1500000US130890238022,130890238022,"Block Group 2, Census Tract 238.02, DeKalb County, Georgia",36329,6369
1500000US130890238031,130890238031,"Block Group 1, Census Tract 238.03, DeKalb County, Georgia",33750,4299
1500000US130890238032,130890238032,"Block Group 2, Census Tract 238.03, DeKalb County, Georgia",48750,12777
1500000US130890238033,130890238033,"Block Group 3, Census Tract 238.03, DeKalb County, Georgia",38750,22526
1500000US130890238034,130890238034,"Block Group 4, Census Tract 238.03, DeKalb County, Georgia",45714,12420
1500000US130899800001,130899800001,"Block Group 1, Census Tract 9800, DeKalb County, Georgia",-,**
1500000US131210001001,131210001001,"Block Group 1, Census Tract 1, Fulton County, Georgia",135250,22559
1500000US131210001002,131210001002,"Block Group 2, Census Tract 1, Fulton County, Georgia",139875,22454
1500000US131210001003,131210001003,"Block Group 3, Census Tract 1, Fulton County, Georgia",115096,43166
1500000US131210001004,131210001004,"Block Group 4, Census Tract 1, Fulton County, Georgia",173854,37257
1500000US131210002001,131210002001,"Block Group 1, Census Tract 2, Fulton County, Georgia",69345,24327
1500000US131210002002,131210002002,"Block Group 2, Census Tract 2, Fulton County, Georgia",94590,51618
1500000US131210002003,131210002003,"Block Group 3, Census Tract 2, Fulton County, Georgia",117171,62861
1500000US131210002004,131210002004,"Block Group 4, Census Tract 2, Fulton County, Georgia",118831,26454
1500000US131210002005,131210002005,"Block Group 5, Census Tract 2, Fulton County, Georgia",148529,73693
1500000US131210004001,131210004001,"Block Group 1, Census Tract 4, Fulton County, Georgia",122188,52503
1500000US131210004002,131210004002,"Block Group 2, Census Tract 4, Fulton County, Georgia",83424,17339
1500000US131210005001,131210005001,"Block Group 1, Census Tract 5, Fulton County, Georgia",71304,14037
1500000US131210006001,131210006001,"Block Group 1, Census Tract 6, Fulton County, Georgia",43146,2481
1500000US131210007001,131210007001,"Block Group 1, Census Tract 7, Fulton County, Georgia",-,**
1500000US131210007002,131210007002,"Block Group 2, Census Tract 7, Fulton County, Georgia",71667,28128
1500000US131210010011,131210010011,"Block Group 1, Census Tract 10.01, Fulton County, Georgia",45625,37517
1500000US131210010012,131210010012,"Block Group 2, Census Tract 10.01, Fulton County, Georgia",92604,12562
1500000US131210010021,131210010021,"Block Group 1, Census Tract 10.02, Fulton County, Georgia",30333,11858
1500000US131210011001,131210011001,"Block Group 1, Census Tract 11, Fulton County, Georgia",83125,34656
1500000US131210011002,131210011002,"Block Group 2, Census Tract 11, Fulton County, Georgia",100893,41374
1500000US131210011003,131210011003,"Block Group 3, Census Tract 11, Fulton County, Georgia",79375,15518
1500000US131210012011,131210012011,"Block Group 1, Census Tract 12.01, Fulton County, Georgia",77368,21856
1500000US131210012012,131210012012,"Block Group 2, Census Tract 12.01, Fulton County, Georgia",54500,13899
1500000US131210012021,131210012021,"Block Group 1, Census Tract 12.02, Fulton County, Georgia",84268,11154
1500000US131210012022,131210012022,"Block Group 2, Census Tract 12.02, Fulton County, Georgia",57381,17988
1500000US131210013001,131210013001,"Block Group 1, Census Tract 13, Fulton County, Georgia",73694,30351
1500000US131210013002,131210013002,"Block Group 2, Census Tract 13, Fulton County, Georgia",58000,16724
1500000US131210013003,131210013003,"Block Group 3, Census Tract 13, Fulton County, Georgia",50556,14454
1500000US131210014001,131210014001,"Block Group 1, Census Tract 14, Fulton County, Georgia",69167,33875
1500000US131210014002,131210014002,"Block Group 2, Census Tract 14, Fulton County, Georgia",71656,11611
1500000US131210015001,131210015001,"Block Group 1, Census Tract 15, Fulton County, Georgia",61410,17484
1500000US131210015002,131210015002,"Block Group 2, Census Tract 15, Fulton County, Georgia",96438,62842
1500000US131210015003,131210015003,"Block Group 3, Census Tract 15, Fulton County, Georgia",50375,13323
1500000US131210015004,131210015004,"Block Group 4, Census Tract 15, Fulton County, Georgia",48431,11821
1500000US131210016001,131210016001,"Block Group 1, Census Tract 16, Fulton County, Georgia",60848,13339
1500000US131210017001,131210017001,"Block Group 1, Census Tract 17, Fulton County, Georgia",53750,11610
1500000US131210017002,131210017002,"Block Group 2, Census Tract 17, Fulton County, Georgia",25642,7752
1500000US131210018001,131210018001,"Block Group 1, Census Tract 18, Fulton County, Georgia",51581,6425
1500000US131210018002,131210018002,"Block Group 2, Census Tract 18, Fulton County, Georgia",9825,2964
1500000US131210018003,131210018003,"Block Group 3, Census Tract 18, Fulton County, Georgia",47308,17007
1500000US131210019001,131210019001,"Block Group 1, Census Tract 19, Fulton County, Georgia",30433,9161
1500000US131210019002,131210019002,"Block Group 2, Census Tract 19, Fulton County, Georgia",68796,9205
1500000US131210021001,131210021001,"Block Group 1, Census Tract 21, Fulton County, Georgia",37627,9579
1500000US131210023001,131210023001,"Block Group 1, Census Tract 23, Fulton County, Georgia",27917,16977
1500000US131210023002,131210023002,"Block Group 2, Census Tract 23, Fulton County, Georgia",21691,4431
1500000US131210023003,131210023003,"Block Group 3, Census Tract 23, Fulton County, Georgia",23553,11649
1500000US131210024001,131210024001,"Block Group 1, Census Tract 24, Fulton County, Georgia",29196,4806
1500000US131210024002,131210024002,"Block Group 2, Census Tract 24, Fulton County, Georgia",36667,10557
1500000US131210025001,131210025001,"Block Group 1, Census Tract 25, Fulton County, Georgia",24049,2464
1500000US131210025002,131210025002,"Block Group 2, Census Tract 25, Fulton County, Georgia",27778,14066
1500000US131210026001,131210026001,"Block Group 1, Census Tract 26, Fulton County, Georgia",30046,7139
1500000US131210028001,131210028001,"Block Group 1, Census Tract 28, Fulton County, Georgia",39500,16117
1500000US131210028002,131210028002,"Block Group 2, Census Tract 28, Fulton County, Georgia",9048,2424
1500000US131210029001,131210029001,"Block Group 1, Census Tract 29, Fulton County, Georgia",59276,7306
1500000US131210030001,131210030001,"Block Group 1, Census Tract 30, Fulton County, Georgia",73750,24261
1500000US131210030002,131210030002,"Block Group 2, Census Tract 30, Fulton County, Georgia",93869,26431
1500000US131210031001,131210031001,"Block Group 1, Census Tract 31, Fulton County, Georgia",63750,22593
1500000US131210031002,131210031002,"Block Group 2, Census Tract 31, Fulton County, Georgia",26216,8312
1500000US131210032001,131210032001,"Block Group 1, Census Tract 32, Fulton County, Georgia",65168,9287
1500000US131210035001,131210035001,"Block Group 1, Census Tract 35, Fulton County, Georgia",31538,10491
1500000US131210035002,131210035002,"Block Group 2, Census Tract 35, Fulton County, Georgia",63594,27176
1500000US131210036001,131210036001,"Block Group 1, Census Tract 36, Fulton County, Georgia",32337,8639
1500000US131210037001,131210037001,"Block Group 1, Census Tract 37, Fulton County, Georgia",12411,5926
1500000US131210038001,131210038001,"Block Group 1, Census Tract 38, Fulton County, Georgia",19904,7757
1500000US131210039001,131210039001,"Block Group 1, Census Tract 39, Fulton County, Georgia",25724,9313
1500000US131210039002,131210039002,"Block Group 2, Census Tract 39, Fulton County, Georgia",25750,15595
1500000US131210040001,131210040001,"Block Group 1, Census Tract 40, Fulton County, Georgia",34405,8331
1500000US131210040002,131210040002,"Block Group 2, Census Tract 40, Fulton County, Georgia",18438,6332
1500000US131210040003,131210040003,"Block Group 3, Census Tract 40, Fulton County, Georgia",36250,13745
1500000US131210041001,131210041001,"Block Group 1, Census Tract 41, Fulton County, Georgia",41016,21809
1500000US131210041002,131210041002,"Block Group 2, Census Tract 41, Fulton County, Georgia",22241,4919
1500000US131210041003,131210041003,"Block Group 3, Census Tract 41, Fulton County, Georgia",33929,11585
1500000US131210042001,131210042001,"Block Group 1, Census Tract 42, Fulton County, Georgia",20579,6940
1500000US131210042002,131210042002,"Block Group 2, Census Tract 42, Fulton County, Georgia",18951,5604
1500000US131210043001,131210043001,"Block Group 1, Census Tract 43, Fulton County, Georgia",-,**
1500000US131210043002,131210043002,"Block Group 2, Census Tract 43, Fulton County, Georgia",29238,6136
1500000US131210044001,131210044001,"Block Group 1, Census Tract 44, Fulton County, Georgia",18750,4445
1500000US131210048001,131210048001,"Block Group 1, Census Tract 48, Fulton County, Georgia",18365,6364
1500000US131210049001,131210049001,"Block Group 1, Census Tract 49, Fulton County, Georgia",32045,27208
1500000US131210049002,131210049002,"Block Group 2, Census Tract 49, Fulton County, Georgia",88333,22191
1500000US131210050001,131210050001,"Block Group 1, Census Tract 50, Fulton County, Georgia",72500,12616
1500000US131210052001,131210052001,"Block Group 1, Census Tract 52, Fulton County, Georgia",79286,23085
1500000US131210052002,131210052002,"Block Group 2, Census Tract 52, Fulton County, Georgia",56184,41858
1500000US131210052003,131210052003,"Block Group 3, Census Tract 52, Fulton County, Georgia",78421,14034
1500000US131210053001,131210053001,"Block Group 1, Census Tract 53, Fulton County, Georgia",81042,9860
1500000US131210053002,131210053002,"Block Group 2, Census Tract 53, Fulton County, Georgia",105900,35313
1500000US131210053003,131210053003,"Block Group 3, Census Tract 53, Fulton County, Georgia",103309,20088
1500000US131210055011,131210055011,"Block Group 1, Census Tract 55.01, Fulton County, Georgia",29559,20167
1500000US131210055012,131210055012,"Block Group 2, Census Tract 55.01, Fulton County, Georgia",18438,6415
1500000US131210055021,131210055021,"Block Group 1, Census Tract 55.02, Fulton County, Georgia",15682,2069
1500000US131210057001,131210057001,"Block Group 1, Census Tract 57, Fulton County, Georgia",16172,4253
1500000US131210058001,131210058001,"Block Group 1, Census Tract 58, Fulton County, Georgia",26250,7722
1500000US131210060001,131210060001,"Block Group 1, Census Tract 60, Fulton County, Georgia",34271,29516
1500000US131210060002,131210060002,"Block Group 2, Census Tract 60, Fulton County, Georgia",40455,11521
1500000US131210060003,131210060003,"Block Group 3, Census Tract 60, Fulton County, Georgia",30143,6207
1500000US131210060004,131210060004,"Block Group 4, Census Tract 60, Fulton County, Georgia",18911,8532
1500000US131210061001,131210061001,"Block Group 1, Census Tract 61, Fulton County, Georgia",40000,21417
1500000US131210061002,131210061002,"Block Group 2, Census Tract 61, Fulton County, Georgia",22143,8715
1500000US131210061003,131210061003,"Block Group 3, Census Tract 61, Fulton County, Georgia",35093,10926
1500000US131210061004,131210061004,"Block Group 4, Census Tract 61, Fulton County, Georgia",35705,15828
1500000US131210062001,131210062001,"Block Group 1, Census Tract 62, Fulton County, Georgia",44583,39769
1500000US131210062002,131210062002,"Block Group 2, Census Tract 62, Fulton County, Georgia",18542,8388
1500000US131210063001,131210063001,"Block Group 1, Census Tract 63, Fulton County, Georgia",19821,6644
1500000US131210063002,131210063002,"Block Group 2, Census Tract 63, Fulton County, Georgia",23750,5996
1500000US131210064001,131210064001,"Block Group 1, Census Tract 64, Fulton County, Georgia",30179,12351
1500000US131210065001,131210065001,"Block Group 1, Census Tract 65, Fulton County, Georgia",35208,25085
1500000US131210065002,131210065002,"Block Group 2, Census Tract 65, Fulton County, Georgia",47545,9580
1500000US131210065003,131210065003,"Block Group 3, Census Tract 65, Fulton County, Georgia",41345,2964
1500000US131210065004,131210065004,"Block Group 4, Census Tract 65, Fulton County, Georgia",40750,13975
1500000US131210066011,131210066011,"Block Group 1, Census Tract 66.01, Fulton County, Georgia",37500,9427
1500000US131210066012,131210066012,"Block Group 2, Census Tract 66.01, Fulton County, Georgia",35714,18706
1500000US131210066021,131210066021,"Block Group 1, Census Tract 66.02, Fulton County, Georgia",16761,4173
1500000US131210067001,131210067001,"Block Group 1, Census Tract 67, Fulton County, Georgia",19026,2386
1500000US131210067002,131210067002,"Block Group 2, Census Tract 67, Fulton County, Georgia",19634,2415
1500000US131210067003,131210067003,"Block Group 3, Census Tract 67, Fulton County, Georgia",24960,22829
1500000US131210068011,131210068011,"Block Group 1, Census Tract 68.01, Fulton County, Georgia",-,**
1500000US131210069001,131210069001,"Block Group 1, Census Tract 69, Fulton County, Georgia",54643,25492
1500000US131210069002,131210069002,"Block Group 2, Census Tract 69, Fulton County, Georgia",38250,15580
1500000US131210069003,131210069003,"Block Group 3, Census Tract 69, Fulton County, Georgia",51471,24518
1500000US131210070011,131210070011,"Block Group 1, Census Tract 70.01, Fulton County, Georgia",21389,5825
1500000US131210070012,131210070012,"Block Group 2, Census Tract 70.01, Fulton County, Georgia",27821,13972
1500000US131210070023,131210070023,"Block Group 3, Census Tract 70.02, Fulton County, Georgia",30275,7264
1500000US131210071001,131210071001,"Block Group 1, Census Tract 71, Fulton County, Georgia",21842,11695
1500000US131210071002,131210071002,"Block Group 2, Census Tract 71, Fulton County, Georgia",20250,4032
1500000US131210072001,131210072001,"Block Group 1, Census Tract 72, Fulton County, Georgia",22986,9606
1500000US131210072002,131210072002,"Block Group 2, Census Tract 72, Fulton County, Georgia",21042,4960
1500000US131210073001,131210073001,"Block Group 1, Census Tract 73, Fulton County, Georgia",29174,14353
1500000US131210073002,131210073002,"Block Group 2, Census Tract 73, Fulton County, Georgia",20722,4837
1500000US131210073003,131210073003,"Block Group 3, Census Tract 73, Fulton County, Georgia",24954,12586
1500000US131210074001,131210074001,"Block Group 1, Census Tract 74, Fulton County, Georgia",18750,8757
1500000US131210074002,131210074002,"Block Group 2, Census Tract 74, Fulton County, Georgia",14227,3549
1500000US131210075001,131210075001,"Block Group 1, Census Tract 75, Fulton County, Georgia",10463,6242
1500000US131210075002,131210075002,"Block Group 2, Census Tract 75, Fulton County, Georgia",21557,4872
1500000US131210075003,131210075003,"Block Group 3, Census Tract 75, Fulton County, Georgia",16425,3560
1500000US131210075004,131210075004,"Block Group 4, Census Tract 75, Fulton County, Georgia",15486,9048
1500000US131210076022,131210076022,"Block Group 2, Census Tract 76.02, Fulton County, Georgia",38681,7533
1500000US131210076023,131210076023,"Block Group 3, Census Tract 76.02, Fulton County, Georgia",27396,4656
1500000US131210076031,131210076031,"Block Group 1, Census Tract 76.03, Fulton County, Georgia",20326,4547
1500000US131210076032,131210076032,"Block Group 2, Census Tract 76.03, Fulton County, Georgia",10738,2304
1500000US131210076033,131210076033,"Block Group 3, Census Tract 76.03, Fulton County, Georgia",13564,8389
1500000US131210076041,131210076041,"Block Group 1, Census Tract 76.04, Fulton County, Georgia",13674,5420
1500000US131210077031,131210077031,"Block Group 1, Census Tract 77.03, Fulton County, Georgia",54667,44187
1500000US131210077032,131210077032,"Block Group 2, Census Tract 77.03, Fulton County, Georgia",36804,4962
1500000US131210077033,131210077033,"Block Group 3, Census Tract 77.03, Fulton County, Georgia",50849,6526
1500000US131210077041,131210077041,"Block Group 1, Census Tract 77.04, Fulton County, Georgia",16174,13335
1500000US131210077042,131210077042,"Block Group 2, Census Tract 77.04, Fulton County, Georgia",28534,5853
1500000US131210077043,131210077043,"Block Group 3, Census Tract 77.04, Fulton County, Georgia",44583,5353
1500000US131210077051,131210077051,"Block Group 1, Census Tract 77.05, Fulton County, Georgia",28125,8284
1500000US131210077052,131210077052,"Block Group 2, Census Tract 77.05, Fulton County, Georgia",18125,3559
1500000US131210077061,131210077061,"Block Group 1, Census Tract 77.06, Fulton County, Georgia",28774,10599
1500000US131210077062,131210077062,"Block Group 2, Census Tract 77.06, Fulton County, Georgia",30390,7534
1500000US131210077063,131210077063,"Block Group 3, Census Tract 77.06, Fulton County, Georgia",50533,10737
1500000US131210078021,131210078021,"Block Group 1, Census Tract 78.02, Fulton County, Georgia",35688,4845
1500000US131210078022,131210078022,"Block Group 2, Census Tract 78.02, Fulton County, Georgia",53094,11521
1500000US131210078023,131210078023,"Block Group 3, Census Tract 78.02, Fulton County, Georgia",44055,8712
1500000US131210078024,131210078024,"Block Group 4, Census Tract 78.02, Fulton County, Georgia",80122,13687
1500000US131210078051,131210078051,"Block Group 1, Census Tract 78.05, Fulton County, Georgia",24792,10547
1500000US131210078052,131210078052,"Block Group 2, Census Tract 78.05, Fulton County, Georgia",37257,9109
1500000US131210078061,131210078061,"Block Group 1, Census Tract 78.06, Fulton County, Georgia",37105,9456
1500000US131210078062,131210078062,"Block Group 2, Census Tract 78.06, Fulton County, Georgia",25704,7040
1500000US131210078063,131210078063,"Block Group 3, Census Tract 78.06, Fulton County, Georgia",26429,20828
1500000US131210078071,131210078071,"Block Group 1, Census Tract 78.07, Fulton County, Georgia",16521,7749
1500000US131210078072,131210078072,"Block Group 2, Census Tract 78.07, Fulton County, Georgia",31833,18442
1500000US131210078081,131210078081,"Block Group 1, Census Tract 78.08, Fulton County, Georgia",18156,5219
1500000US131210078082,131210078082,"Block Group 2, Census Tract 78.08, Fulton County, Georgia",8635,3050
1500000US131210079001,131210079001,"Block Group 1, Census Tract 79, Fulton County, Georgia",67793,20431
1500000US131210079002,131210079002,"Block Group 2, Census Tract 79, Fulton County, Georgia",46176,14162
1500000US131210079003,131210079003,"Block Group 3, Census Tract 79, Fulton County, Georgia",51474,17943
1500000US131210080001,131210080001,"Block Group 1, Census Tract 80, Fulton County, Georgia",24583,16282
1500000US131210080002,131210080002,"Block Group 2, Census Tract 80, Fulton County, Georgia",29412,6526
1500000US131210080003,131210080003,"Block Group 3, Census Tract 80, Fulton County, Georgia",32344,12121
1500000US131210080004,131210080004,"Block Group 4, Census Tract 80, Fulton County, Georgia",48300,7510
1500000US131210080005,131210080005,"Block Group 5, Census Tract 80, Fulton County, Georgia",54227,10851
