GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,,,,,,,,,,,,,,,,,,
Id,Id2,Geography,Estimate, Total:,Margin of Error, Total:,Estimate, Total: - White alone,Margin of Error, Total: - White alone,Estimate, Total: - Black or African American alone,Margin of Error, Total: - Black or African American alone,Estimate, Total: - American Indian and Alaska Native alone,Margin of Error, Total: - American Indian and Alaska Native alone,Estimate, Total: - Asian alone,Margin of Error, Total: - Asian alone,Estimate, Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error, Total: - Native Hawaiian and Other Pacific Islander alone,Estimate, Total: - Some other race alone,Margin of Error, Total: - Some other race alone,Estimate, Total: - Two or more races:,Margin of Error, Total: - Two or more races:,Estimate, Total: - Two or more races: - Two races including Some other race,Margin of Error, Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US130890215043,130890215043,"Block Group 3, Census Tract 215.04, DeKalb County, Georgia",1333,267,983,218,121,73,0,13,162,136,0,13,16,27,51,50,0,13,51,50,,,,,,,,,,,,,,,,,,
1500000US130890216021,130890216021,"Block Group 1, Census Tract 216.02, DeKalb County, Georgia",1605,334,1135,269,249,172,0,13,166,143,0,13,9,15,46,54,0,13,46,54,,,,,,,,,,,,,,,,,,
1500000US130890216022,130890216022,"Block Group 2, Census Tract 216.02, DeKalb County, Georgia",2399,258,2035,315,90,76,0,13,222,150,0,13,0,13,52,63,38,60,14,23,,,,,,,,,,,,,,,,,,
1500000US130890216031,130890216031,"Block Group 1, Census Tract 216.03, DeKalb County, Georgia",1665,257,1311,273,134,107,36,58,22,27,0,13,0,13,162,161,0,13,162,161,,,,,,,,,,,,,,,,,,
1500000US130890216032,130890216032,"Block Group 2, Census Tract 216.03, DeKalb County, Georgia",1653,282,987,220,406,157,0,13,194,128,0,13,10,17,56,44,0,13,56,44,,,,,,,,,,,,,,,,,,
1500000US130890216033,130890216033,"Block Group 3, Census Tract 216.03, DeKalb County, Georgia",1203,239,871,248,205,121,14,26,59,51,13,29,0,13,41,42,11,19,30,44,,,,,,,,,,,,,,,,,,
1500000US130890216041,130890216041,"Block Group 1, Census Tract 216.04, DeKalb County, Georgia",2046,207,1637,225,117,105,0,13,257,150,0,13,10,16,25,40,0,13,25,40,,,,,,,,,,,,,,,,,,
1500000US130890216042,130890216042,"Block Group 2, Census Tract 216.04, DeKalb County, Georgia",1091,198,923,180,147,134,0,13,14,22,0,13,7,12,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890216051,130890216051,"Block Group 1, Census Tract 216.05, DeKalb County, Georgia",1662,284,1539,284,42,45,0,13,67,56,0,13,14,24,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890216052,130890216052,"Block Group 2, Census Tract 216.05, DeKalb County, Georgia",1035,252,819,260,22,38,0,13,140,120,0,13,0,13,54,64,23,33,31,56,,,,,,,,,,,,,,,,,,
1500000US130890216053,130890216053,"Block Group 3, Census Tract 216.05, DeKalb County, Georgia",2827,625,1110,503,991,308,0,13,194,126,0,13,312,270,220,243,0,13,220,243,,,,,,,,,,,,,,,,,,
1500000US130890217031,130890217031,"Block Group 1, Census Tract 217.03, DeKalb County, Georgia",2409,270,1871,257,80,58,0,13,320,102,0,13,0,13,138,101,0,13,138,101,,,,,,,,,,,,,,,,,,
1500000US130890217032,130890217032,"Block Group 2, Census Tract 217.03, DeKalb County, Georgia",2479,243,2291,246,24,37,0,13,99,96,0,13,33,38,32,31,0,13,32,31,,,,,,,,,,,,,,,,,,
1500000US130890217041,130890217041,"Block Group 1, Census Tract 217.04, DeKalb County, Georgia",1577,440,975,318,132,119,0,13,79,92,0,13,0,13,391,335,0,13,391,335,,,,,,,,,,,,,,,,,,
1500000US130890217042,130890217042,"Block Group 2, Census Tract 217.04, DeKalb County, Georgia",1123,356,919,304,80,85,0,13,88,139,0,13,36,55,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890217043,130890217043,"Block Group 3, Census Tract 217.04, DeKalb County, Georgia",2877,306,2343,299,64,82,16,25,316,156,0,13,14,23,124,91,0,13,124,91,,,,,,,,,,,,,,,,,,
1500000US130890217051,130890217051,"Block Group 1, Census Tract 217.05, DeKalb County, Georgia",2152,476,901,214,920,288,0,13,4,8,0,13,280,251,47,54,0,13,47,54,,,,,,,,,,,,,,,,,,
1500000US130890217052,130890217052,"Block Group 2, Census Tract 217.05, DeKalb County, Georgia",1262,319,725,258,52,106,66,47,200,124,0,13,219,187,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890217053,130890217053,"Block Group 3, Census Tract 217.05, DeKalb County, Georgia",1317,322,517,229,460,225,0,13,298,200,0,13,18,23,24,31,24,31,0,13,,,,,,,,,,,,,,,,,,
1500000US130890217061,130890217061,"Block Group 1, Census Tract 217.06, DeKalb County, Georgia",787,207,635,154,47,77,0,13,75,93,0,13,0,13,30,36,0,13,30,36,,,,,,,,,,,,,,,,,,
1500000US130890217062,130890217062,"Block Group 2, Census Tract 217.06, DeKalb County, Georgia",2192,402,1206,357,526,210,45,68,259,170,0,13,143,205,13,22,0,13,13,22,,,,,,,,,,,,,,,,,,
1500000US130890217063,130890217063,"Block Group 3, Census Tract 217.06, DeKalb County, Georgia",1072,266,809,241,79,121,0,13,161,146,0,13,23,37,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890217064,130890217064,"Block Group 4, Census Tract 217.06, DeKalb County, Georgia",1530,274,1068,274,234,138,0,13,106,97,0,13,97,133,25,41,0,13,25,41,,,,,,,,,,,,,,,,,,
1500000US130890218051,130890218051,"Block Group 1, Census Tract 218.05, DeKalb County, Georgia",1864,427,1323,251,218,108,0,13,228,373,0,13,9,16,86,95,0,13,86,95,,,,,,,,,,,,,,,,,,
1500000US130890218052,130890218052,"Block Group 2, Census Tract 218.05, DeKalb County, Georgia",1883,466,966,208,561,332,31,49,292,312,0,13,13,24,20,33,0,13,20,33,,,,,,,,,,,,,,,,,,
1500000US130890218053,130890218053,"Block Group 3, Census Tract 218.05, DeKalb County, Georgia",2665,578,1132,460,1042,342,0,13,15,28,0,13,221,253,255,206,34,57,221,200,,,,,,,,,,,,,,,,,,
1500000US130890218061,130890218061,"Block Group 1, Census Tract 218.06, DeKalb County, Georgia",2491,577,731,355,1214,485,14,23,302,337,0,13,230,256,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218062,130890218062,"Block Group 2, Census Tract 218.06, DeKalb County, Georgia",1074,255,795,169,111,141,0,13,90,120,0,13,0,13,78,68,10,19,68,65,,,,,,,,,,,,,,,,,,
1500000US130890218063,130890218063,"Block Group 3, Census Tract 218.06, DeKalb County, Georgia",2228,509,681,282,1177,453,0,13,166,178,0,13,40,50,164,173,12,20,152,175,,,,,,,,,,,,,,,,,,
1500000US130890218081,130890218081,"Block Group 1, Census Tract 218.08, DeKalb County, Georgia",1706,335,1375,330,118,150,0,13,208,104,0,13,0,13,5,9,0,13,5,9,,,,,,,,,,,,,,,,,,
1500000US130890218082,130890218082,"Block Group 2, Census Tract 218.08, DeKalb County, Georgia",3293,426,2052,423,658,225,0,13,338,166,0,13,49,57,196,157,0,13,196,157,,,,,,,,,,,,,,,,,,
1500000US130890218091,130890218091,"Block Group 1, Census Tract 218.09, DeKalb County, Georgia",535,194,474,178,61,91,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218092,130890218092,"Block Group 2, Census Tract 218.09, DeKalb County, Georgia",1678,390,1297,304,334,259,0,13,47,62,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218093,130890218093,"Block Group 3, Census Tract 218.09, DeKalb County, Georgia",1888,293,1608,291,122,159,0,13,158,188,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218094,130890218094,"Block Group 4, Census Tract 218.09, DeKalb County, Georgia",1367,358,897,272,187,170,0,13,16,26,0,13,174,271,93,141,0,13,93,141,,,,,,,,,,,,,,,,,,
1500000US130890218095,130890218095,"Block Group 5, Census Tract 218.09, DeKalb County, Georgia",1210,244,1162,258,0,13,0,13,48,77,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218101,130890218101,"Block Group 1, Census Tract 218.10, DeKalb County, Georgia",2190,430,826,211,1183,417,0,13,154,116,0,13,0,13,27,32,0,13,27,32,,,,,,,,,,,,,,,,,,
1500000US130890218102,130890218102,"Block Group 2, Census Tract 218.10, DeKalb County, Georgia",1319,306,1152,321,43,66,0,13,124,97,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218103,130890218103,"Block Group 3, Census Tract 218.10, DeKalb County, Georgia",1639,312,1365,237,78,102,0,13,127,120,0,13,6,11,63,77,15,24,48,74,,,,,,,,,,,,,,,,,,
1500000US130890218121,130890218121,"Block Group 1, Census Tract 218.12, DeKalb County, Georgia",983,156,692,167,209,121,19,24,45,38,0,13,4,6,14,16,0,13,14,16,,,,,,,,,,,,,,,,,,
1500000US130890218122,130890218122,"Block Group 2, Census Tract 218.12, DeKalb County, Georgia",1291,194,897,182,68,34,23,24,176,99,0,13,77,74,50,41,16,27,34,31,,,,,,,,,,,,,,,,,,
1500000US130890218131,130890218131,"Block Group 1, Census Tract 218.13, DeKalb County, Georgia",2859,485,1191,520,1605,398,0,13,63,69,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218141,130890218141,"Block Group 1, Census Tract 218.14, DeKalb County, Georgia",1045,372,486,232,431,336,0,13,77,78,0,13,0,13,51,64,16,27,35,59,,,,,,,,,,,,,,,,,,
1500000US130890218142,130890218142,"Block Group 2, Census Tract 218.14, DeKalb County, Georgia",1397,454,1182,473,132,110,0,13,41,43,0,13,0,13,42,50,0,13,42,50,,,,,,,,,,,,,,,,,,
1500000US130890218143,130890218143,"Block Group 3, Census Tract 218.14, DeKalb County, Georgia",1339,420,394,295,475,183,0,13,27,42,0,13,443,363,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890218144,130890218144,"Block Group 4, Census Tract 218.14, DeKalb County, Georgia",1870,447,747,389,825,293,0,13,32,39,0,13,189,180,77,122,0,13,77,122,,,,,,,,,,,,,,,,,,
1500000US130890219061,130890219061,"Block Group 1, Census Tract 219.06, DeKalb County, Georgia",1659,368,372,201,1026,341,38,55,173,211,0,13,50,79,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219062,130890219062,"Block Group 2, Census Tract 219.06, DeKalb County, Georgia",758,255,150,98,550,241,0,13,28,45,0,13,0,13,30,47,0,13,30,47,,,,,,,,,,,,,,,,,,
1500000US130890219063,130890219063,"Block Group 3, Census Tract 219.06, DeKalb County, Georgia",2824,550,520,185,2107,485,0,13,22,34,0,13,54,61,121,112,0,13,121,112,,,,,,,,,,,,,,,,,,
1500000US130890219071,130890219071,"Block Group 1, Census Tract 219.07, DeKalb County, Georgia",4875,547,904,246,3386,506,12,19,203,219,0,13,306,438,64,54,13,20,51,51,,,,,,,,,,,,,,,,,,
1500000US130890219072,130890219072,"Block Group 2, Census Tract 219.07, DeKalb County, Georgia",2217,520,478,221,1707,468,32,51,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219073,130890219073,"Block Group 3, Census Tract 219.07, DeKalb County, Georgia",1883,458,616,261,1208,477,0,13,0,13,0,13,59,93,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219081,130890219081,"Block Group 1, Census Tract 219.08, DeKalb County, Georgia",1943,720,591,373,1338,611,0,13,0,13,0,13,0,13,14,26,0,13,14,26,,,,,,,,,,,,,,,,,,
1500000US130890219082,130890219082,"Block Group 2, Census Tract 219.08, DeKalb County, Georgia",4193,621,376,194,3452,633,0,13,126,130,0,13,178,207,61,60,0,13,61,60,,,,,,,,,,,,,,,,,,
1500000US130890219091,130890219091,"Block Group 1, Census Tract 219.09, DeKalb County, Georgia",2234,564,277,96,1905,555,0,13,0,13,0,13,27,39,25,43,0,13,25,43,,,,,,,,,,,,,,,,,,
1500000US130890219092,130890219092,"Block Group 2, Census Tract 219.09, DeKalb County, Georgia",1609,503,365,141,1223,507,0,13,0,13,0,13,7,11,14,24,0,13,14,24,,,,,,,,,,,,,,,,,,
1500000US130890219093,130890219093,"Block Group 3, Census Tract 219.09, DeKalb County, Georgia",1013,563,17,27,996,565,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219094,130890219094,"Block Group 4, Census Tract 219.09, DeKalb County, Georgia",1755,655,366,126,1319,668,0,13,43,74,0,13,1,3,26,34,0,13,26,34,,,,,,,,,,,,,,,,,,
1500000US130890219101,130890219101,"Block Group 1, Census Tract 219.10, DeKalb County, Georgia",1341,549,11,18,1248,548,0,13,0,13,0,13,50,93,32,54,32,54,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219102,130890219102,"Block Group 2, Census Tract 219.10, DeKalb County, Georgia",1796,434,571,268,1204,428,0,13,2,3,0,13,2,4,17,27,0,13,17,27,,,,,,,,,,,,,,,,,,
1500000US130890219103,130890219103,"Block Group 3, Census Tract 219.10, DeKalb County, Georgia",1683,451,293,133,1122,380,0,13,244,161,0,13,0,13,24,30,8,15,16,26,,,,,,,,,,,,,,,,,,
1500000US130890219111,130890219111,"Block Group 1, Census Tract 219.11, DeKalb County, Georgia",816,526,0,13,816,526,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219112,130890219112,"Block Group 2, Census Tract 219.11, DeKalb County, Georgia",1373,504,28,71,1345,492,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219121,130890219121,"Block Group 1, Census Tract 219.12, DeKalb County, Georgia",1451,299,691,182,644,333,0,13,66,63,0,13,14,23,36,49,0,13,36,49,,,,,,,,,,,,,,,,,,
1500000US130890219122,130890219122,"Block Group 2, Census Tract 219.12, DeKalb County, Georgia",1364,261,974,207,299,164,0,13,63,48,0,13,8,13,20,31,0,13,20,31,,,,,,,,,,,,,,,,,,
1500000US130890219123,130890219123,"Block Group 3, Census Tract 219.12, DeKalb County, Georgia",644,153,470,138,139,70,0,13,16,22,0,13,0,13,19,29,0,13,19,29,,,,,,,,,,,,,,,,,,
1500000US130890219131,130890219131,"Block Group 1, Census Tract 219.13, DeKalb County, Georgia",2554,617,122,85,2432,615,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890219132,130890219132,"Block Group 2, Census Tract 219.13, DeKalb County, Georgia",848,294,91,55,688,307,0,13,0,13,0,13,47,76,22,34,0,13,22,34,,,,,,,,,,,,,,,,,,
1500000US130890219133,130890219133,"Block Group 3, Census Tract 219.13, DeKalb County, Georgia",1243,574,478,496,765,307,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220011,130890220011,"Block Group 1, Census Tract 220.01, DeKalb County, Georgia",2018,509,1076,301,710,323,0,13,225,201,0,13,0,13,7,12,7,12,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220012,130890220012,"Block Group 2, Census Tract 220.01, DeKalb County, Georgia",2321,361,1991,295,212,124,7,12,36,38,0,13,0,13,75,116,0,13,75,116,,,,,,,,,,,,,,,,,,
1500000US130890220041,130890220041,"Block Group 1, Census Tract 220.04, DeKalb County, Georgia",2668,538,414,247,1883,516,0,13,287,141,0,13,0,13,84,112,0,13,84,112,,,,,,,,,,,,,,,,,,
1500000US130890220042,130890220042,"Block Group 2, Census Tract 220.04, DeKalb County, Georgia",1381,474,192,96,874,437,0,13,259,195,0,13,18,21,38,42,0,13,38,42,,,,,,,,,,,,,,,,,,
1500000US130890220043,130890220043,"Block Group 3, Census Tract 220.04, DeKalb County, Georgia",1977,498,176,111,1608,498,0,13,127,100,0,13,0,13,66,68,0,13,66,68,,,,,,,,,,,,,,,,,,
1500000US130890220051,130890220051,"Block Group 1, Census Tract 220.05, DeKalb County, Georgia",1727,546,312,199,665,292,0,13,742,445,0,13,0,13,8,13,0,13,8,13,,,,,,,,,,,,,,,,,,
1500000US130890220052,130890220052,"Block Group 2, Census Tract 220.05, DeKalb County, Georgia",1128,268,220,151,643,208,0,13,155,125,0,13,105,138,5,9,0,13,5,9,,,,,,,,,,,,,,,,,,
1500000US130890220053,130890220053,"Block Group 3, Census Tract 220.05, DeKalb County, Georgia",1736,318,110,89,1602,314,0,13,24,34,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220071,130890220071,"Block Group 1, Census Tract 220.07, DeKalb County, Georgia",2254,470,208,170,1081,399,22,26,918,434,0,13,25,39,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220072,130890220072,"Block Group 2, Census Tract 220.07, DeKalb County, Georgia",1850,341,247,166,1180,274,0,13,383,205,0,13,25,40,15,31,0,13,15,31,,,,,,,,,,,,,,,,,,
1500000US130890220081,130890220081,"Block Group 1, Census Tract 220.08, DeKalb County, Georgia",1057,394,464,192,200,197,0,13,338,324,0,13,34,56,21,31,0,13,21,31,,,,,,,,,,,,,,,,,,
1500000US130890220082,130890220082,"Block Group 2, Census Tract 220.08, DeKalb County, Georgia",2580,712,210,181,481,296,14,24,1842,676,0,13,16,29,17,30,17,30,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220083,130890220083,"Block Group 3, Census Tract 220.08, DeKalb County, Georgia",3693,774,272,177,2378,596,0,13,1043,618,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220084,130890220084,"Block Group 4, Census Tract 220.08, DeKalb County, Georgia",1037,468,0,13,263,269,0,13,774,403,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220091,130890220091,"Block Group 1, Census Tract 220.09, DeKalb County, Georgia",1844,490,249,383,1335,343,0,13,260,210,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890220092,130890220092,"Block Group 2, Census Tract 220.09, DeKalb County, Georgia",1905,439,251,245,1591,363,0,13,16,41,0,13,0,13,47,74,0,13,47,74,,,,,,,,,,,,,,,,,,
1500000US130890220093,130890220093,"Block Group 3, Census Tract 220.09, DeKalb County, Georgia",1341,353,36,44,1237,333,0,13,0,13,0,13,0,13,68,86,0,13,68,86,,,,,,,,,,,,,,,,,,
1500000US130890220101,130890220101,"Block Group 1, Census Tract 220.10, DeKalb County, Georgia",2669,317,644,152,793,264,5,7,992,233,191,156,14,18,30,23,9,16,21,16,,,,,,,,,,,,,,,,,,
1500000US130890221001,130890221001,"Block Group 1, Census Tract 221, DeKalb County, Georgia",2090,511,316,128,1469,477,0,13,272,213,0,13,0,13,33,31,0,13,33,31,,,,,,,,,,,,,,,,,,
1500000US130890221002,130890221002,"Block Group 2, Census Tract 221, DeKalb County, Georgia",1511,296,332,116,1061,287,0,13,23,34,0,13,83,79,12,20,12,20,0,13,,,,,,,,,,,,,,,,,,
1500000US130890222031,130890222031,"Block Group 1, Census Tract 222.03, DeKalb County, Georgia",2090,235,983,275,592,186,0,13,379,180,0,13,0,13,136,99,28,33,108,93,,,,,,,,,,,,,,,,,,
1500000US130890222041,130890222041,"Block Group 1, Census Tract 222.04, DeKalb County, Georgia",3732,985,2070,905,863,594,0,13,233,205,0,13,384,330,182,248,0,13,182,248,,,,,,,,,,,,,,,,,,
1500000US130890222042,130890222042,"Block Group 2, Census Tract 222.04, DeKalb County, Georgia",765,310,381,141,120,182,0,13,211,232,0,13,13,21,40,48,0,13,40,48,,,,,,,,,,,,,,,,,,
1500000US130890222043,130890222043,"Block Group 3, Census Tract 222.04, DeKalb County, Georgia",1628,484,271,151,266,160,0,13,1022,492,0,13,0,13,69,132,0,13,69,132,,,,,,,,,,,,,,,,,,
1500000US130890222044,130890222044,"Block Group 4, Census Tract 222.04, DeKalb County, Georgia",898,467,371,273,215,200,0,13,166,279,0,13,0,13,146,229,0,13,146,229,,,,,,,,,,,,,,,,,,
1500000US130890223011,130890223011,"Block Group 1, Census Tract 223.01, DeKalb County, Georgia",1306,278,1181,274,86,146,12,21,0,13,0,13,0,13,27,42,0,13,27,42,,,,,,,,,,,,,,,,,,
1500000US130890223012,130890223012,"Block Group 2, Census Tract 223.01, DeKalb County, Georgia",498,124,361,113,112,75,0,13,14,22,0,13,0,13,11,18,0,13,11,18,,,,,,,,,,,,,,,,,,
1500000US130890223013,130890223013,"Block Group 3, Census Tract 223.01, DeKalb County, Georgia",909,202,875,222,0,13,0,13,34,58,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890223014,130890223014,"Block Group 4, Census Tract 223.01, DeKalb County, Georgia",1376,224,1256,231,14,23,0,13,28,32,0,13,13,20,65,73,0,13,65,73,,,,,,,,,,,,,,,,,,
1500000US130890223015,130890223015,"Block Group 5, Census Tract 223.01, DeKalb County, Georgia",1801,370,973,230,111,94,0,13,647,331,0,13,40,65,30,36,19,31,11,18,,,,,,,,,,,,,,,,,,
1500000US130890223021,130890223021,"Block Group 1, Census Tract 223.02, DeKalb County, Georgia",1572,282,1381,278,105,71,0,13,72,91,0,13,0,13,14,22,0,13,14,22,,,,,,,,,,,,,,,,,,
1500000US130890223022,130890223022,"Block Group 2, Census Tract 223.02, DeKalb County, Georgia",1274,300,734,280,46,72,0,13,262,171,0,13,215,322,17,27,0,13,17,27,,,,,,,,,,,,,,,,,,
1500000US130890223023,130890223023,"Block Group 3, Census Tract 223.02, DeKalb County, Georgia",1728,332,1345,389,234,165,0,13,122,110,0,13,12,20,15,24,0,13,15,24,,,,,,,,,,,,,,,,,,
1500000US130890224011,130890224011,"Block Group 1, Census Tract 224.01, DeKalb County, Georgia",1862,305,1558,294,183,171,0,13,93,124,0,13,9,14,19,24,0,13,19,24,,,,,,,,,,,,,,,,,,
1500000US130890224012,130890224012,"Block Group 2, Census Tract 224.01, DeKalb County, Georgia",1109,238,883,210,139,87,0,13,19,25,4,8,55,69,9,15,0,13,9,15,,,,,,,,,,,,,,,,,,
1500000US130890224013,130890224013,"Block Group 3, Census Tract 224.01, DeKalb County, Georgia",973,240,964,241,0,13,0,13,9,15,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890224021,130890224021,"Block Group 1, Census Tract 224.02, DeKalb County, Georgia",2394,297,983,200,295,167,9,13,933,174,0,13,58,49,116,76,55,48,61,65,,,,,,,,,,,,,,,,,,
1500000US130890224022,130890224022,"Block Group 2, Census Tract 224.02, DeKalb County, Georgia",3326,324,1750,221,529,124,0,13,914,176,0,13,63,38,70,51,38,36,32,30,,,,,,,,,,,,,,,,,,
1500000US130890224031,130890224031,"Block Group 1, Census Tract 224.03, DeKalb County, Georgia",1304,189,1248,187,17,19,0,13,28,31,0,13,0,13,11,17,0,13,11,17,,,,,,,,,,,,,,,,,,
1500000US130890224032,130890224032,"Block Group 2, Census Tract 224.03, DeKalb County, Georgia",1619,279,1538,282,0,13,0,13,69,49,0,13,0,13,12,15,0,13,12,15,,,,,,,,,,,,,,,,,,
1500000US130890224033,130890224033,"Block Group 3, Census Tract 224.03, DeKalb County, Georgia",1065,190,953,177,36,39,0,13,76,108,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890225001,130890225001,"Block Group 1, Census Tract 225, DeKalb County, Georgia",1992,869,449,162,1517,892,0,13,14,22,0,13,12,19,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890225002,130890225002,"Block Group 2, Census Tract 225, DeKalb County, Georgia",1052,293,1024,289,0,13,0,13,28,33,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890225003,130890225003,"Block Group 3, Census Tract 225, DeKalb County, Georgia",1425,299,1266,305,106,132,0,13,0,13,0,13,0,13,53,66,0,13,53,66,,,,,,,,,,,,,,,,,,
1500000US130890225004,130890225004,"Block Group 4, Census Tract 225, DeKalb County, Georgia",1784,309,1377,329,86,98,0,13,215,179,0,13,0,13,106,62,0,13,106,62,,,,,,,,,,,,,,,,,,
1500000US130890226001,130890226001,"Block Group 1, Census Tract 226, DeKalb County, Georgia",1756,351,1439,353,210,229,12,19,84,85,0,13,0,13,11,19,0,13,11,19,,,,,,,,,,,,,,,,,,
1500000US130890226002,130890226002,"Block Group 2, Census Tract 226, DeKalb County, Georgia",1985,322,1507,298,355,145,0,13,0,13,0,13,17,28,106,148,0,13,106,148,,,,,,,,,,,,,,,,,,
1500000US130890226003,130890226003,"Block Group 3, Census Tract 226, DeKalb County, Georgia",1883,304,1500,236,223,171,0,13,66,69,0,13,22,29,72,61,0,13,72,61,,,,,,,,,,,,,,,,,,
1500000US130890227001,130890227001,"Block Group 1, Census Tract 227, DeKalb County, Georgia",1963,300,1242,231,601,212,0,13,20,22,0,13,0,13,100,91,0,13,100,91,,,,,,,,,,,,,,,,,,
1500000US130890227002,130890227002,"Block Group 2, Census Tract 227, DeKalb County, Georgia",972,200,753,182,146,71,9,15,26,22,0,13,0,13,38,29,0,13,38,29,,,,,,,,,,,,,,,,,,
1500000US130890227003,130890227003,"Block Group 3, Census Tract 227, DeKalb County, Georgia",1511,245,1193,225,229,124,27,37,34,27,0,13,22,34,6,10,0,13,6,10,,,,,,,,,,,,,,,,,,
1500000US130890228001,130890228001,"Block Group 1, Census Tract 228, DeKalb County, Georgia",1111,261,637,225,250,119,0,13,148,72,0,13,11,11,65,69,0,13,65,69,,,,,,,,,,,,,,,,,,
1500000US130890228002,130890228002,"Block Group 2, Census Tract 228, DeKalb County, Georgia",1689,311,873,150,623,284,0,13,154,199,0,13,32,48,7,13,0,13,7,13,,,,,,,,,,,,,,,,,,
1500000US130890228003,130890228003,"Block Group 3, Census Tract 228, DeKalb County, Georgia",1041,177,856,174,98,76,0,13,35,35,0,13,11,19,41,48,0,13,41,48,,,,,,,,,,,,,,,,,,
1500000US130890229001,130890229001,"Block Group 1, Census Tract 229, DeKalb County, Georgia",1547,281,1168,238,241,142,6,11,32,34,0,13,0,13,100,100,0,13,100,100,,,,,,,,,,,,,,,,,,
1500000US130890229002,130890229002,"Block Group 2, Census Tract 229, DeKalb County, Georgia",151,51,73,51,68,44,0,13,10,16,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890229003,130890229003,"Block Group 3, Census Tract 229, DeKalb County, Georgia",1980,272,1134,197,691,186,0,13,69,45,0,13,48,69,38,46,0,13,38,46,,,,,,,,,,,,,,,,,,
1500000US130890230001,130890230001,"Block Group 1, Census Tract 230, DeKalb County, Georgia",2096,162,1706,180,233,93,0,13,75,47,0,13,57,79,25,30,14,22,11,21,,,,,,,,,,,,,,,,,,
1500000US130890231011,130890231011,"Block Group 1, Census Tract 231.01, DeKalb County, Georgia",647,247,107,64,540,255,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,,,,,,,,,,,,,,,,,
1500000US130890231012,130890231012,"Block Group 2, Census Tract 231.01, DeKalb County, Georgia",1664,391,509,159,992,326,0,13,0,13,0,13,79,123,84,83,29,30,55,77,,,,,,,,,,,,,,,,,,
