Id,Id2,Geography,Estimate,White,Black,Other
1500000US130890232062,130890232062,"Block Group 2, Census Tract 232.06, DeKalb County, Georgia",3187,243,2944,0
1500000US130890232063,130890232063,"Block Group 3, Census Tract 232.06, DeKalb County, Georgia",1510,229,1203,78
1500000US130890232081,130890232081,"Block Group 1, Census Tract 232.08, DeKalb County, Georgia",2566,154,2296,116
1500000US130890232082,130890232082,"Block Group 2, Census Tract 232.08, DeKalb County, Georgia",1318,305,713,300
1500000US130890232083,130890232083,"Block Group 3, Census Tract 232.08, DeKalb County, Georgia",3174,196,2978,0
1500000US130890232091,130890232091,"Block Group 1, Census Tract 232.09, DeKalb County, Georgia",1490,273,1090,127
1500000US130890232092,130890232092,"Block Group 2, Census Tract 232.09, DeKalb County, Georgia",2533,109,2375,49
1500000US130890232093,130890232093,"Block Group 3, Census Tract 232.09, DeKalb County, Georgia",1607,90,1456,61
1500000US130890232101,130890232101,"Block Group 1, Census Tract 232.10, DeKalb County, Georgia",1274,169,1075,30
1500000US130890232102,130890232102,"Block Group 2, Census Tract 232.10, DeKalb County, Georgia",753,26,678,49
1500000US130890232103,130890232103,"Block Group 3, Census Tract 232.10, DeKalb County, Georgia",1792,56,1700,36
1500000US130890232104,130890232104,"Block Group 4, Census Tract 232.10, DeKalb County, Georgia",653,0,511,142
1500000US130890232105,130890232105,"Block Group 5, Census Tract 232.10, DeKalb County, Georgia",2042,33,1957,52
1500000US130890232111,130890232111,"Block Group 1, Census Tract 232.11, DeKalb County, Georgia",1489,45,1357,87
1500000US130890232112,130890232112,"Block Group 2, Census Tract 232.11, DeKalb County, Georgia",1528,0,1480,48
1500000US130890232121,130890232121,"Block Group 1, Census Tract 232.12, DeKalb County, Georgia",1514,81,1386,47
1500000US130890232122,130890232122,"Block Group 2, Census Tract 232.12, DeKalb County, Georgia",2100,93,1921,86
1500000US130890232131,130890232131,"Block Group 1, Census Tract 232.13, DeKalb County, Georgia",1247,1,1246,0
1500000US130890232132,130890232132,"Block Group 2, Census Tract 232.13, DeKalb County, Georgia",1514,3,1234,277
1500000US130890232133,130890232133,"Block Group 3, Census Tract 232.13, DeKalb County, Georgia",3222,103,2927,192
1500000US130890232141,130890232141,"Block Group 1, Census Tract 232.14, DeKalb County, Georgia",3199,82,3069,48
1500000US130890232142,130890232142,"Block Group 2, Census Tract 232.14, DeKalb County, Georgia",2887,20,2857,10
1500000US130890233031,130890233031,"Block Group 1, Census Tract 233.03, DeKalb County, Georgia",3480,122,2309,1049
1500000US130890233032,130890233032,"Block Group 2, Census Tract 233.03, DeKalb County, Georgia",809,152,617,40
1500000US130890233033,130890233033,"Block Group 3, Census Tract 233.03, DeKalb County, Georgia",960,78,596,286
1500000US130890233034,130890233034,"Block Group 4, Census Tract 233.03, DeKalb County, Georgia",1566,97,1412,57
1500000US130890233061,130890233061,"Block Group 1, Census Tract 233.06, DeKalb County, Georgia",2635,115,2385,135
1500000US130890233062,130890233062,"Block Group 2, Census Tract 233.06, DeKalb County, Georgia",2012,4,1930,78
1500000US130890233063,130890233063,"Block Group 3, Census Tract 233.06, DeKalb County, Georgia",2323,6,2301,16
1500000US130890233091,130890233091,"Block Group 1, Census Tract 233.09, DeKalb County, Georgia",1216,19,1159,38
1500000US130890233092,130890233092,"Block Group 2, Census Tract 233.09, DeKalb County, Georgia",1896,20,1723,153
1500000US130890233093,130890233093,"Block Group 3, Census Tract 233.09, DeKalb County, Georgia",4417,87,4032,298
1500000US130890233094,130890233094,"Block Group 4, Census Tract 233.09, DeKalb County, Georgia",1914,54,1682,178
1500000US130890233101,130890233101,"Block Group 1, Census Tract 233.10, DeKalb County, Georgia",2321,32,2248,41
1500000US130890233102,130890233102,"Block Group 2, Census Tract 233.10, DeKalb County, Georgia",3920,0,3888,32
1500000US130890233103,130890233103,"Block Group 3, Census Tract 233.10, DeKalb County, Georgia",1958,70,1844,44
1500000US130890233104,130890233104,"Block Group 4, Census Tract 233.10, DeKalb County, Georgia",1339,85,1168,86
1500000US130890233111,130890233111,"Block Group 1, Census Tract 233.11, DeKalb County, Georgia",3090,138,2906,46
1500000US130890233112,130890233112,"Block Group 2, Census Tract 233.11, DeKalb County, Georgia",1909,81,1799,29
1500000US130890233121,130890233121,"Block Group 1, Census Tract 233.12, DeKalb County, Georgia",3898,293,3518,87
1500000US130890233122,130890233122,"Block Group 2, Census Tract 233.12, DeKalb County, Georgia",2905,134,2716,55
1500000US130890233123,130890233123,"Block Group 3, Census Tract 233.12, DeKalb County, Georgia",2399,250,2087,62
1500000US130890233131,130890233131,"Block Group 1, Census Tract 233.13, DeKalb County, Georgia",1926,54,1790,82
1500000US130890233132,130890233132,"Block Group 2, Census Tract 233.13, DeKalb County, Georgia",3006,103,2665,238
1500000US130890233141,130890233141,"Block Group 1, Census Tract 233.14, DeKalb County, Georgia",1639,24,1615,0
1500000US130890233142,130890233142,"Block Group 2, Census Tract 233.14, DeKalb County, Georgia",2022,62,1868,92
1500000US130890233143,130890233143,"Block Group 3, Census Tract 233.14, DeKalb County, Georgia",1433,85,1347,1
1500000US130890233151,130890233151,"Block Group 1, Census Tract 233.15, DeKalb County, Georgia",3211,66,3054,91
1500000US130890233152,130890233152,"Block Group 2, Census Tract 233.15, DeKalb County, Georgia",1543,204,1298,41
1500000US130890233161,130890233161,"Block Group 1, Census Tract 233.16, DeKalb County, Georgia",2913,155,2440,318
1500000US130890233162,130890233162,"Block Group 2, Census Tract 233.16, DeKalb County, Georgia",3487,99,3310,78
1500000US130890233163,130890233163,"Block Group 3, Census Tract 233.16, DeKalb County, Georgia",1652,15,1637,0
1500000US130890234101,130890234101,"Block Group 1, Census Tract 234.10, DeKalb County, Georgia",1417,19,1373,25
1500000US130890234102,130890234102,"Block Group 2, Census Tract 234.10, DeKalb County, Georgia",1715,31,1684,0
1500000US130890234111,130890234111,"Block Group 1, Census Tract 234.11, DeKalb County, Georgia",1921,61,1842,18
1500000US130890234112,130890234112,"Block Group 2, Census Tract 234.11, DeKalb County, Georgia",2031,139,1877,15
1500000US130890234121,130890234121,"Block Group 1, Census Tract 234.12, DeKalb County, Georgia",2020,207,1695,118
1500000US130890234122,130890234122,"Block Group 2, Census Tract 234.12, DeKalb County, Georgia",1810,42,1753,15
1500000US130890234123,130890234123,"Block Group 3, Census Tract 234.12, DeKalb County, Georgia",2661,28,2574,59
1500000US130890234131,130890234131,"Block Group 1, Census Tract 234.13, DeKalb County, Georgia",1703,74,1578,51
1500000US130890234132,130890234132,"Block Group 2, Census Tract 234.13, DeKalb County, Georgia",1707,158,1539,10
1500000US130890234141,130890234141,"Block Group 1, Census Tract 234.14, DeKalb County, Georgia",2144,97,1675,372
1500000US130890234142,130890234142,"Block Group 2, Census Tract 234.14, DeKalb County, Georgia",1237,5,1232,0
1500000US130890234143,130890234143,"Block Group 3, Census Tract 234.14, DeKalb County, Georgia",3100,23,3067,10
1500000US130890234161,130890234161,"Block Group 1, Census Tract 234.16, DeKalb County, Georgia",1979,15,1964,0
1500000US130890234162,130890234162,"Block Group 2, Census Tract 234.16, DeKalb County, Georgia",2807,0,2807,0
1500000US130890234163,130890234163,"Block Group 3, Census Tract 234.16, DeKalb County, Georgia",1577,30,1310,237
1500000US130890234164,130890234164,"Block Group 4, Census Tract 234.16, DeKalb County, Georgia",1561,55,1506,0
1500000US130890234181,130890234181,"Block Group 1, Census Tract 234.18, DeKalb County, Georgia",6278,134,6144,0
1500000US130890234182,130890234182,"Block Group 2, Census Tract 234.18, DeKalb County, Georgia",3327,194,3133,0
1500000US130890234183,130890234183,"Block Group 3, Census Tract 234.18, DeKalb County, Georgia",3750,225,3484,41
1500000US130890234184,130890234184,"Block Group 4, Census Tract 234.18, DeKalb County, Georgia",5968,50,5918,0
1500000US130890234191,130890234191,"Block Group 1, Census Tract 234.19, DeKalb County, Georgia",6097,99,5793,205
1500000US130890234192,130890234192,"Block Group 2, Census Tract 234.19, DeKalb County, Georgia",1448,0,1448,0
1500000US130890234193,130890234193,"Block Group 3, Census Tract 234.19, DeKalb County, Georgia",1960,0,1960,0
1500000US130890234211,130890234211,"Block Group 1, Census Tract 234.21, DeKalb County, Georgia",3190,83,2998,109
1500000US130890234212,130890234212,"Block Group 2, Census Tract 234.21, DeKalb County, Georgia",1167,203,952,12
1500000US130890234213,130890234213,"Block Group 3, Census Tract 234.21, DeKalb County, Georgia",3572,221,3096,255
1500000US130890234221,130890234221,"Block Group 1, Census Tract 234.22, DeKalb County, Georgia",1762,46,1511,205
1500000US130890234222,130890234222,"Block Group 2, Census Tract 234.22, DeKalb County, Georgia",3177,25,3152,0
1500000US130890234231,130890234231,"Block Group 1, Census Tract 234.23, DeKalb County, Georgia",2802,84,2646,72
1500000US130890234232,130890234232,"Block Group 2, Census Tract 234.23, DeKalb County, Georgia",1368,98,1251,19
1500000US130890234233,130890234233,"Block Group 3, Census Tract 234.23, DeKalb County, Georgia",3337,80,3130,127
1500000US130890234241,130890234241,"Block Group 1, Census Tract 234.24, DeKalb County, Georgia",4005,102,3860,43
1500000US130890234242,130890234242,"Block Group 2, Census Tract 234.24, DeKalb County, Georgia",1889,138,1725,26
1500000US130890234251,130890234251,"Block Group 1, Census Tract 234.25, DeKalb County, Georgia",2355,16,2339,0
1500000US130890234252,130890234252,"Block Group 2, Census Tract 234.25, DeKalb County, Georgia",3424,164,3080,180
1500000US130890234261,130890234261,"Block Group 1, Census Tract 234.26, DeKalb County, Georgia",2614,41,2529,44
1500000US130890234262,130890234262,"Block Group 2, Census Tract 234.26, DeKalb County, Georgia",2211,12,2192,7
1500000US130890234271,130890234271,"Block Group 1, Census Tract 234.27, DeKalb County, Georgia",2099,12,2027,60
1500000US130890234272,130890234272,"Block Group 2, Census Tract 234.27, DeKalb County, Georgia",739,79,532,128
1500000US130890234281,130890234281,"Block Group 1, Census Tract 234.28, DeKalb County, Georgia",831,0,831,0
1500000US130890234282,130890234282,"Block Group 2, Census Tract 234.28, DeKalb County, Georgia",2665,126,2539,0
1500000US130890234283,130890234283,"Block Group 3, Census Tract 234.28, DeKalb County, Georgia",4534,15,4457,62
1500000US130890234284,130890234284,"Block Group 4, Census Tract 234.28, DeKalb County, Georgia",1688,19,1668,1
1500000US130890235011,130890235011,"Block Group 1, Census Tract 235.01, DeKalb County, Georgia",1472,122,1344,6
1500000US130890235012,130890235012,"Block Group 2, Census Tract 235.01, DeKalb County, Georgia",1828,181,1621,26
1500000US130890235041,130890235041,"Block Group 1, Census Tract 235.04, DeKalb County, Georgia",787,17,686,84
1500000US130890235042,130890235042,"Block Group 2, Census Tract 235.04, DeKalb County, Georgia",687,31,656,0
1500000US130890235043,130890235043,"Block Group 3, Census Tract 235.04, DeKalb County, Georgia",1555,28,1450,77
1500000US130890235051,130890235051,"Block Group 1, Census Tract 235.05, DeKalb County, Georgia",1283,70,1121,92
1500000US130890235052,130890235052,"Block Group 2, Census Tract 235.05, DeKalb County, Georgia",1188,39,1136,13
1500000US130890235061,130890235061,"Block Group 1, Census Tract 235.06, DeKalb County, Georgia",2139,84,1976,79
1500000US130890235062,130890235062,"Block Group 2, Census Tract 235.06, DeKalb County, Georgia",2033,245,1717,71
1500000US130890235063,130890235063,"Block Group 3, Census Tract 235.06, DeKalb County, Georgia",1795,66,1683,46
1500000US130890235071,130890235071,"Block Group 1, Census Tract 235.07, DeKalb County, Georgia",1109,69,1040,0
1500000US130890235072,130890235072,"Block Group 2, Census Tract 235.07, DeKalb County, Georgia",1018,85,883,50
1500000US130890235073,130890235073,"Block Group 3, Census Tract 235.07, DeKalb County, Georgia",1743,38,1692,13
1500000US130890236011,130890236011,"Block Group 1, Census Tract 236.01, DeKalb County, Georgia",1018,401,604,13
1500000US130890236012,130890236012,"Block Group 2, Census Tract 236.01, DeKalb County, Georgia",1208,218,990,0
1500000US130890236013,130890236013,"Block Group 3, Census Tract 236.01, DeKalb County, Georgia",878,312,505,61
1500000US130890236021,130890236021,"Block Group 1, Census Tract 236.02, DeKalb County, Georgia",1000,14,959,27
1500000US130890236022,130890236022,"Block Group 2, Census Tract 236.02, DeKalb County, Georgia",1591,180,1347,64
1500000US130890236031,130890236031,"Block Group 1, Census Tract 236.03, DeKalb County, Georgia",1688,155,1533,0
1500000US130890236032,130890236032,"Block Group 2, Census Tract 236.03, DeKalb County, Georgia",1747,62,1625,60
1500000US130890237001,130890237001,"Block Group 1, Census Tract 237, DeKalb County, Georgia",1747,288,1304,155
1500000US130890237002,130890237002,"Block Group 2, Census Tract 237, DeKalb County, Georgia",1343,229,1051,63
1500000US130890237003,130890237003,"Block Group 3, Census Tract 237, DeKalb County, Georgia",1469,144,1325,0
1500000US130890237004,130890237004,"Block Group 4, Census Tract 237, DeKalb County, Georgia",1147,313,823,11
1500000US130890238011,130890238011,"Block Group 1, Census Tract 238.01, DeKalb County, Georgia",675,266,390,19
1500000US130890238012,130890238012,"Block Group 2, Census Tract 238.01, DeKalb County, Georgia",1642,313,1301,28
1500000US130890238013,130890238013,"Block Group 3, Census Tract 238.01, DeKalb County, Georgia",1268,510,700,58
1500000US130890238021,130890238021,"Block Group 1, Census Tract 238.02, DeKalb County, Georgia",1314,126,1098,90
1500000US130890238022,130890238022,"Block Group 2, Census Tract 238.02, DeKalb County, Georgia",3683,1221,2150,312
1500000US130890238031,130890238031,"Block Group 1, Census Tract 238.03, DeKalb County, Georgia",1131,55,1021,55
1500000US130890238032,130890238032,"Block Group 2, Census Tract 238.03, DeKalb County, Georgia",804,54,648,102
1500000US130890238033,130890238033,"Block Group 3, Census Tract 238.03, DeKalb County, Georgia",1672,242,1365,65
1500000US130890238034,130890238034,"Block Group 4, Census Tract 238.03, DeKalb County, Georgia",1713,461,1175,77
1500000US130899800001,130899800001,"Block Group 1, Census Tract 9800, DeKalb County, Georgia",0,0,0,0
1500000US131210001001,131210001001,"Block Group 1, Census Tract 1, Fulton County, Georgia",1068,1051,16,1
1500000US131210001002,131210001002,"Block Group 2, Census Tract 1, Fulton County, Georgia",637,627,0,10
1500000US131210001003,131210001003,"Block Group 3, Census Tract 1, Fulton County, Georgia",1795,1697,10,88
1500000US131210001004,131210001004,"Block Group 4, Census Tract 1, Fulton County, Georgia",1150,1086,23,41
1500000US131210002001,131210002001,"Block Group 1, Census Tract 2, Fulton County, Georgia",1475,1288,132,55
1500000US131210002002,131210002002,"Block Group 2, Census Tract 2, Fulton County, Georgia",1473,1371,45,57
1500000US131210002003,131210002003,"Block Group 3, Census Tract 2, Fulton County, Georgia",1129,960,94,75
1500000US131210002004,131210002004,"Block Group 4, Census Tract 2, Fulton County, Georgia",934,894,14,26
1500000US131210002005,131210002005,"Block Group 5, Census Tract 2, Fulton County, Georgia",1267,1232,15,20
1500000US131210004001,131210004001,"Block Group 1, Census Tract 4, Fulton County, Georgia",592,537,45,10
1500000US131210004002,131210004002,"Block Group 2, Census Tract 4, Fulton County, Georgia",1000,869,79,52
1500000US131210005001,131210005001,"Block Group 1, Census Tract 5, Fulton County, Georgia",3480,1859,838,783
1500000US131210005002,131210005002,"Block Group 2, Census Tract 5, Fulton County, Georgia",1060,1060,0,0
1500000US131210005003,131210005003,"Block Group 3, Census Tract 5, Fulton County, Georgia",931,847,53,31
1500000US131210006001,131210006001,"Block Group 1, Census Tract 6, Fulton County, Georgia",5906,2593,1645,1668
1500000US131210007001,131210007001,"Block Group 1, Census Tract 7, Fulton County, Georgia",2086,219,1767,100
1500000US131210007002,131210007002,"Block Group 2, Census Tract 7, Fulton County, Georgia",848,536,231,81
1500000US131210010011,131210010011,"Block Group 1, Census Tract 10.01, Fulton County, Georgia",1716,831,207,678
1500000US131210010012,131210010012,"Block Group 2, Census Tract 10.01, Fulton County, Georgia",961,720,44,197
1500000US131210010021,131210010021,"Block Group 1, Census Tract 10.02, Fulton County, Georgia",7230,3815,1365,2050
1500000US131210011001,131210011001,"Block Group 1, Census Tract 11, Fulton County, Georgia",1021,860,0,161
1500000US131210011002,131210011002,"Block Group 2, Census Tract 11, Fulton County, Georgia",918,631,157,130
1500000US131210011003,131210011003,"Block Group 3, Census Tract 11, Fulton County, Georgia",2306,1541,372,393
1500000US131210012011,131210012011,"Block Group 1, Census Tract 12.01, Fulton County, Georgia",1780,1685,0,95
1500000US131210012012,131210012012,"Block Group 2, Census Tract 12.01, Fulton County, Georgia",2123,1348,474,301
1500000US131210012021,131210012021,"Block Group 1, Census Tract 12.02, Fulton County, Georgia",2456,1928,79,449
1500000US131210012022,131210012022,"Block Group 2, Census Tract 12.02, Fulton County, Georgia",1442,447,609,386
1500000US131210013001,131210013001,"Block Group 1, Census Tract 13, Fulton County, Georgia",2299,1138,776,385
1500000US131210013002,131210013002,"Block Group 2, Census Tract 13, Fulton County, Georgia",1062,973,14,75
1500000US131210013003,131210013003,"Block Group 3, Census Tract 13, Fulton County, Georgia",1168,848,233,87
1500000US131210014001,131210014001,"Block Group 1, Census Tract 14, Fulton County, Georgia",1411,1158,115,138
1500000US131210014002,131210014002,"Block Group 2, Census Tract 14, Fulton County, Georgia",826,753,67,6
1500000US131210015001,131210015001,"Block Group 1, Census Tract 15, Fulton County, Georgia",1384,1074,278,32
1500000US131210015002,131210015002,"Block Group 2, Census Tract 15, Fulton County, Georgia",1308,1288,0,20
1500000US131210015003,131210015003,"Block Group 3, Census Tract 15, Fulton County, Georgia",774,641,49,84
1500000US131210015004,131210015004,"Block Group 4, Census Tract 15, Fulton County, Georgia",900,577,210,113
1500000US131210016001,131210016001,"Block Group 1, Census Tract 16, Fulton County, Georgia",2090,1581,434,75
1500000US131210017001,131210017001,"Block Group 1, Census Tract 17, Fulton County, Georgia",2620,1177,1146,297
1500000US131210017002,131210017002,"Block Group 2, Census Tract 17, Fulton County, Georgia",1111,217,871,23
1500000US131210018001,131210018001,"Block Group 1, Census Tract 18, Fulton County, Georgia",2684,1179,1308,197
1500000US131210018002,131210018002,"Block Group 2, Census Tract 18, Fulton County, Georgia",763,66,675,22
1500000US131210018003,131210018003,"Block Group 3, Census Tract 18, Fulton County, Georgia",1082,668,289,125
1500000US131210019001,131210019001,"Block Group 1, Census Tract 19, Fulton County, Georgia",2837,1622,449,766
1500000US131210019002,131210019002,"Block Group 2, Census Tract 19, Fulton County, Georgia",2140,1093,898,149
1500000US131210021001,131210021001,"Block Group 1, Census Tract 21, Fulton County, Georgia",2785,779,1860,146
1500000US131210023001,131210023001,"Block Group 1, Census Tract 23, Fulton County, Georgia",335,0,335,0
1500000US131210023002,131210023002,"Block Group 2, Census Tract 23, Fulton County, Georgia",462,0,462,0
1500000US131210023003,131210023003,"Block Group 3, Census Tract 23, Fulton County, Georgia",447,62,358,27
1500000US131210024001,131210024001,"Block Group 1, Census Tract 24, Fulton County, Georgia",1432,4,1396,32
1500000US131210024002,131210024002,"Block Group 2, Census Tract 24, Fulton County, Georgia",1072,24,1018,30
1500000US131210025001,131210025001,"Block Group 1, Census Tract 25, Fulton County, Georgia",1596,37,1539,20
1500000US131210025002,131210025002,"Block Group 2, Census Tract 25, Fulton County, Georgia",609,53,537,19
1500000US131210026001,131210026001,"Block Group 1, Census Tract 26, Fulton County, Georgia",1229,163,921,145
1500000US131210028001,131210028001,"Block Group 1, Census Tract 28, Fulton County, Georgia",4148,1525,2032,591
1500000US131210028002,131210028002,"Block Group 2, Census Tract 28, Fulton County, Georgia",506,11,479,16
1500000US131210029001,131210029001,"Block Group 1, Census Tract 29, Fulton County, Georgia",2578,1468,912,198
1500000US131210030001,131210030001,"Block Group 1, Census Tract 30, Fulton County, Georgia",1472,1128,161,183
1500000US131210030002,131210030002,"Block Group 2, Census Tract 30, Fulton County, Georgia",1605,1308,152,145
1500000US131210031001,131210031001,"Block Group 1, Census Tract 31, Fulton County, Georgia",971,551,371,49
1500000US131210031002,131210031002,"Block Group 2, Census Tract 31, Fulton County, Georgia",916,452,425,39
1500000US131210032001,131210032001,"Block Group 1, Census Tract 32, Fulton County, Georgia",2150,1398,521,231
1500000US131210035001,131210035001,"Block Group 1, Census Tract 35, Fulton County, Georgia",671,264,367,40
1500000US131210035002,131210035002,"Block Group 2, Census Tract 35, Fulton County, Georgia",1436,452,879,105
1500000US131210036001,131210036001,"Block Group 1, Census Tract 36, Fulton County, Georgia",1453,225,1114,114
1500000US131210037001,131210037001,"Block Group 1, Census Tract 37, Fulton County, Georgia",0,0,0,0
1500000US131210038001,131210038001,"Block Group 1, Census Tract 38, Fulton County, Georgia",3872,835,2621,416
1500000US131210039001,131210039001,"Block Group 1, Census Tract 39, Fulton County, Georgia",1172,14,1158,0
1500000US131210039002,131210039002,"Block Group 2, Census Tract 39, Fulton County, Georgia",768,8,760,0
1500000US131210040001,131210040001,"Block Group 1, Census Tract 40, Fulton County, Georgia",1148,8,1140,0
1500000US131210040002,131210040002,"Block Group 2, Census Tract 40, Fulton County, Georgia",635,8,612,15
1500000US131210040003,131210040003,"Block Group 3, Census Tract 40, Fulton County, Georgia",625,0,619,6
1500000US131210041001,131210041001,"Block Group 1, Census Tract 41, Fulton County, Georgia",503,4,498,1
1500000US131210041002,131210041002,"Block Group 2, Census Tract 41, Fulton County, Georgia",904,50,826,28
1500000US131210041003,131210041003,"Block Group 3, Census Tract 41, Fulton County, Georgia",499,45,412,42
1500000US131210042001,131210042001,"Block Group 1, Census Tract 42, Fulton County, Georgia",414,8,406,0
1500000US131210042002,131210042002,"Block Group 2, Census Tract 42, Fulton County, Georgia",1813,201,1584,28
1500000US131210043001,131210043001,"Block Group 1, Census Tract 43, Fulton County, Georgia",1593,401,1006,186
1500000US131210043002,131210043002,"Block Group 2, Census Tract 43, Fulton County, Georgia",1181,97,1027,57
1500000US131210044001,131210044001,"Block Group 1, Census Tract 44, Fulton County, Georgia",2509,48,2444,17
1500000US131210048001,131210048001,"Block Group 1, Census Tract 48, Fulton County, Georgia",1048,215,686,147
1500000US131210049001,131210049001,"Block Group 1, Census Tract 49, Fulton County, Georgia",1494,212,1217,65
1500000US131210049002,131210049002,"Block Group 2, Census Tract 49, Fulton County, Georgia",1397,1146,86,165
1500000US131210050001,131210050001,"Block Group 1, Census Tract 50, Fulton County, Georgia",2065,1539,459,67
1500000US131210052001,131210052001,"Block Group 1, Census Tract 52, Fulton County, Georgia",931,701,197,33
1500000US131210052002,131210052002,"Block Group 2, Census Tract 52, Fulton County, Georgia",1262,699,457,106
1500000US131210052003,131210052003,"Block Group 3, Census Tract 52, Fulton County, Georgia",2988,1994,688,306
1500000US131210053001,131210053001,"Block Group 1, Census Tract 53, Fulton County, Georgia",1730,975,685,70
1500000US131210053002,131210053002,"Block Group 2, Census Tract 53, Fulton County, Georgia",1285,788,484,13
1500000US131210053003,131210053003,"Block Group 3, Census Tract 53, Fulton County, Georgia",688,511,167,10
1500000US131210055011,131210055011,"Block Group 1, Census Tract 55.01, Fulton County, Georgia",1050,174,856,20
1500000US131210055012,131210055012,"Block Group 2, Census Tract 55.01, Fulton County, Georgia",1483,254,1190,39
1500000US131210055021,131210055021,"Block Group 1, Census Tract 55.02, Fulton County, Georgia",2422,122,2290,10
1500000US131210057001,131210057001,"Block Group 1, Census Tract 57, Fulton County, Georgia",1655,64,1582,9
1500000US131210058001,131210058001,"Block Group 1, Census Tract 58, Fulton County, Georgia",2023,262,1722,39
1500000US131210060001,131210060001,"Block Group 1, Census Tract 60, Fulton County, Georgia",600,15,585,0
1500000US131210060002,131210060002,"Block Group 2, Census Tract 60, Fulton County, Georgia",1139,110,1026,3
1500000US131210060003,131210060003,"Block Group 3, Census Tract 60, Fulton County, Georgia",785,12,732,41
1500000US131210060004,131210060004,"Block Group 4, Census Tract 60, Fulton County, Georgia",736,27,697,12
1500000US131210061001,131210061001,"Block Group 1, Census Tract 61, Fulton County, Georgia",580,0,580,0
1500000US131210061002,131210061002,"Block Group 2, Census Tract 61, Fulton County, Georgia",1295,8,1236,51
1500000US131210061003,131210061003,"Block Group 3, Census Tract 61, Fulton County, Georgia",730,29,641,60
1500000US131210061004,131210061004,"Block Group 4, Census Tract 61, Fulton County, Georgia",1067,8,1034,25
1500000US131210062001,131210062001,"Block Group 1, Census Tract 62, Fulton County, Georgia",943,54,841,48
1500000US131210062002,131210062002,"Block Group 2, Census Tract 62, Fulton County, Georgia",532,44,473,15
1500000US131210063001,131210063001,"Block Group 1, Census Tract 63, Fulton County, Georgia",1079,52,1014,13
1500000US131210063002,131210063002,"Block Group 2, Census Tract 63, Fulton County, Georgia",571,18,553,0
1500000US131210064001,131210064001,"Block Group 1, Census Tract 64, Fulton County, Georgia",1175,261,624,290
1500000US131210065001,131210065001,"Block Group 1, Census Tract 65, Fulton County, Georgia",683,218,456,9
1500000US131210065002,131210065002,"Block Group 2, Census Tract 65, Fulton County, Georgia",1683,156,1437,90
1500000US131210065003,131210065003,"Block Group 3, Census Tract 65, Fulton County, Georgia",605,121,475,9
1500000US131210065004,131210065004,"Block Group 4, Census Tract 65, Fulton County, Georgia",1312,158,1029,125
1500000US131210066011,131210066011,"Block Group 1, Census Tract 66.01, Fulton County, Georgia",853,106,733,14
1500000US131210066012,131210066012,"Block Group 2, Census Tract 66.01, Fulton County, Georgia",1364,265,1068,31
1500000US131210066021,131210066021,"Block Group 1, Census Tract 66.02, Fulton County, Georgia",1369,0,1327,42
1500000US131210067001,131210067001,"Block Group 1, Census Tract 67, Fulton County, Georgia",833,131,702,0
1500000US131210067002,131210067002,"Block Group 2, Census Tract 67, Fulton County, Georgia",1560,140,1356,64
1500000US131210067003,131210067003,"Block Group 3, Census Tract 67, Fulton County, Georgia",1348,71,1241,36
1500000US131210068011,131210068011,"Block Group 1, Census Tract 68.01, Fulton County, Georgia",2382,700,1320,362
1500000US131210068021,131210068021,"Block Group 1, Census Tract 68.02, Fulton County, Georgia",1992,0,1949,43
1500000US131210069001,131210069001,"Block Group 1, Census Tract 69, Fulton County, Georgia",974,431,528,15
1500000US131210069002,131210069002,"Block Group 2, Census Tract 69, Fulton County, Georgia",1335,560,650,125
1500000US131210069003,131210069003,"Block Group 3, Census Tract 69, Fulton County, Georgia",1242,481,506,255
1500000US131210070011,131210070011,"Block Group 1, Census Tract 70.01, Fulton County, Georgia",2406,65,2313,28
1500000US131210070012,131210070012,"Block Group 2, Census Tract 70.01, Fulton County, Georgia",1168,27,1111,30
1500000US131210070013,131210070013,"Block Group 3, Census Tract 70.01, Fulton County, Georgia",1190,0,1190,0
1500000US131210070021,131210070021,"Block Group 1, Census Tract 70.02, Fulton County, Georgia",860,36,824,0
1500000US131210070022,131210070022,"Block Group 2, Census Tract 70.02, Fulton County, Georgia",429,23,319,87
1500000US131210070023,131210070023,"Block Group 3, Census Tract 70.02, Fulton County, Georgia",297,65,232,0
1500000US131210070024,131210070024,"Block Group 4, Census Tract 70.02, Fulton County, Georgia",302,0,302,0
1500000US131210071001,131210071001,"Block Group 1, Census Tract 71, Fulton County, Georgia",868,10,853,5
1500000US131210071002,131210071002,"Block Group 2, Census Tract 71, Fulton County, Georgia",1151,8,1143,0
1500000US131210072001,131210072001,"Block Group 1, Census Tract 72, Fulton County, Georgia",1687,9,1559,119
1500000US131210072002,131210072002,"Block Group 2, Census Tract 72, Fulton County, Georgia",342,13,323,6
1500000US131210073001,131210073001,"Block Group 1, Census Tract 73, Fulton County, Georgia",2642,101,2352,189
1500000US131210073002,131210073002,"Block Group 2, Census Tract 73, Fulton County, Georgia",3397,34,3363,0
1500000US131210073003,131210073003,"Block Group 3, Census Tract 73, Fulton County, Georgia",1913,4,1909,0
1500000US131210074001,131210074001,"Block Group 1, Census Tract 74, Fulton County, Georgia",1409,109,958,342
1500000US131210074002,131210074002,"Block Group 2, Census Tract 74, Fulton County, Georgia",1616,194,1351,71
1500000US131210075001,131210075001,"Block Group 1, Census Tract 75, Fulton County, Georgia",1087,59,931,97
