Id,Id2,Geography,Total,Male,Myoung,Mmid,Mold,Female,Fyoung,Fmid,Fold,Young,Mid,Old
1500000US131210002005,131210002005,"Block Group 5, Census Tract 2, Fulton County, Georgia",1267,614,117,265,16,653,200,238,14,317,503,30
1500000US131210004001,131210004001,"Block Group 1, Census Tract 4, Fulton County, Georgia",592,254,122,61,35,338,142,95,59,264,156,94
1500000US131210004002,131210004002,"Block Group 2, Census Tract 4, Fulton County, Georgia",1000,492,89,289,50,508,190,225,61,279,514,111
1500000US131210005001,131210005001,"Block Group 1, Census Tract 5, Fulton County, Georgia",3480,2006,1350,595,0,1474,954,475,9,2304,1070,9
1500000US131210005002,131210005002,"Block Group 2, Census Tract 5, Fulton County, Georgia",1060,435,0,245,80,625,79,220,29,79,465,109
1500000US131210005003,131210005003,"Block Group 3, Census Tract 5, Fulton County, Georgia",931,473,118,159,99,458,122,185,38,240,344,137
1500000US131210006001,131210006001,"Block Group 1, Census Tract 6, Fulton County, Georgia",5906,4033,3355,556,36,1873,1541,204,26,4896,760,62
1500000US131210007001,131210007001,"Block Group 1, Census Tract 7, Fulton County, Georgia",2086,1876,1047,790,31,210,121,89,0,1168,879,31
1500000US131210007002,131210007002,"Block Group 2, Census Tract 7, Fulton County, Georgia",848,519,287,163,21,329,158,47,52,445,210,73
1500000US131210010011,131210010011,"Block Group 1, Census Tract 10.01, Fulton County, Georgia",1716,1298,1230,36,11,418,384,11,23,1614,47,34
1500000US131210010012,131210010012,"Block Group 2, Census Tract 10.01, Fulton County, Georgia",961,619,313,264,28,342,180,110,15,493,374,43
1500000US131210010021,131210010021,"Block Group 1, Census Tract 10.02, Fulton County, Georgia",7230,4868,4733,60,13,2362,2266,69,0,6999,129,13
1500000US131210011001,131210011001,"Block Group 1, Census Tract 11, Fulton County, Georgia",1021,655,238,371,46,366,253,83,30,491,454,76
1500000US131210011002,131210011002,"Block Group 2, Census Tract 11, Fulton County, Georgia",918,566,198,344,24,352,213,122,17,411,466,41
1500000US131210011003,131210011003,"Block Group 3, Census Tract 11, Fulton County, Georgia",2306,1110,289,779,42,1196,565,461,42,854,1240,84
1500000US131210012011,131210012011,"Block Group 1, Census Tract 12.01, Fulton County, Georgia",1780,1010,404,568,11,770,590,154,10,994,722,21
1500000US131210012012,131210012012,"Block Group 2, Census Tract 12.01, Fulton County, Georgia",2123,962,642,171,88,1161,629,227,273,1271,398,361
1500000US131210012021,131210012021,"Block Group 1, Census Tract 12.02, Fulton County, Georgia",2456,1480,778,560,83,976,602,241,86,1380,801,169
1500000US131210012022,131210012022,"Block Group 2, Census Tract 12.02, Fulton County, Georgia",1442,935,824,96,15,507,410,97,0,1234,193,15
1500000US131210013001,131210013001,"Block Group 1, Census Tract 13, Fulton County, Georgia",2299,1185,556,400,101,1114,580,225,108,1136,625,209
1500000US131210013002,131210013002,"Block Group 2, Census Tract 13, Fulton County, Georgia",1062,663,201,380,44,399,244,79,32,445,459,76
1500000US131210013003,131210013003,"Block Group 3, Census Tract 13, Fulton County, Georgia",1168,794,506,248,26,374,268,93,0,774,341,26
1500000US131210014001,131210014001,"Block Group 1, Census Tract 14, Fulton County, Georgia",1411,824,431,342,14,587,324,211,0,755,553,14
1500000US131210014002,131210014002,"Block Group 2, Census Tract 14, Fulton County, Georgia",826,429,153,100,64,397,160,132,42,313,232,106
1500000US131210015001,131210015001,"Block Group 1, Census Tract 15, Fulton County, Georgia",1384,571,423,55,19,813,622,120,53,1045,175,72
1500000US131210015002,131210015002,"Block Group 2, Census Tract 15, Fulton County, Georgia",1308,733,154,349,40,575,267,206,70,421,555,110
1500000US131210015003,131210015003,"Block Group 3, Census Tract 15, Fulton County, Georgia",774,253,189,64,0,521,446,58,17,635,122,17
1500000US131210015004,131210015004,"Block Group 4, Census Tract 15, Fulton County, Georgia",900,477,132,225,50,423,199,186,17,331,411,67
1500000US131210016001,131210016001,"Block Group 1, Census Tract 16, Fulton County, Georgia",2090,1177,744,327,34,913,601,203,15,1345,530,49
1500000US131210017001,131210017001,"Block Group 1, Census Tract 17, Fulton County, Georgia",2620,1230,523,448,142,1390,770,357,93,1293,805,235
1500000US131210017002,131210017002,"Block Group 2, Census Tract 17, Fulton County, Georgia",1111,603,354,70,0,508,208,135,49,562,205,49
1500000US131210018001,131210018001,"Block Group 1, Census Tract 18, Fulton County, Georgia",2684,1255,566,415,84,1429,614,416,154,1180,831,238
1500000US131210018002,131210018002,"Block Group 2, Census Tract 18, Fulton County, Georgia",763,417,15,205,88,346,99,93,83,114,298,171
1500000US131210018003,131210018003,"Block Group 3, Census Tract 18, Fulton County, Georgia",1082,712,445,194,60,370,285,85,0,730,279,60
1500000US131210019001,131210019001,"Block Group 1, Census Tract 19, Fulton County, Georgia",2837,1813,1785,19,0,1024,972,15,5,2757,34,5
1500000US131210019002,131210019002,"Block Group 2, Census Tract 19, Fulton County, Georgia",2140,1232,604,501,49,908,627,239,20,1231,740,69
1500000US131210021001,131210021001,"Block Group 1, Census Tract 21, Fulton County, Georgia",2785,1563,746,654,20,1222,534,354,68,1280,1008,88
1500000US131210023001,131210023001,"Block Group 1, Census Tract 23, Fulton County, Georgia",335,140,63,58,19,195,58,32,16,121,90,35
1500000US131210023002,131210023002,"Block Group 2, Census Tract 23, Fulton County, Georgia",462,268,64,110,94,194,38,70,58,102,180,152
1500000US131210023003,131210023003,"Block Group 3, Census Tract 23, Fulton County, Georgia",447,229,57,70,39,218,48,103,41,105,173,80
1500000US131210024001,131210024001,"Block Group 1, Census Tract 24, Fulton County, Georgia",1432,698,282,174,26,734,245,203,98,527,377,124
1500000US131210024002,131210024002,"Block Group 2, Census Tract 24, Fulton County, Georgia",1072,552,133,229,98,520,115,159,144,248,388,242
1500000US131210025001,131210025001,"Block Group 1, Census Tract 25, Fulton County, Georgia",1596,806,263,262,33,790,401,172,85,664,434,118
1500000US131210025002,131210025002,"Block Group 2, Census Tract 25, Fulton County, Georgia",609,399,220,102,45,210,61,66,47,281,168,92
1500000US131210026001,131210026001,"Block Group 1, Census Tract 26, Fulton County, Georgia",1229,685,327,133,17,544,221,123,26,548,256,43
1500000US131210028001,131210028001,"Block Group 1, Census Tract 28, Fulton County, Georgia",4148,1874,1567,214,75,2274,2055,123,38,3622,337,113
1500000US131210028002,131210028002,"Block Group 2, Census Tract 28, Fulton County, Georgia",506,181,19,118,44,325,179,0,79,198,118,123
1500000US131210029001,131210029001,"Block Group 1, Census Tract 29, Fulton County, Georgia",2578,1456,860,441,68,1122,790,202,103,1650,643,171
1500000US131210030001,131210030001,"Block Group 1, Census Tract 30, Fulton County, Georgia",1472,653,345,240,33,819,491,214,23,836,454,56
1500000US131210030002,131210030002,"Block Group 2, Census Tract 30, Fulton County, Georgia",1605,845,418,255,80,760,203,292,54,621,547,134
1500000US131210031001,131210031001,"Block Group 1, Census Tract 31, Fulton County, Georgia",971,473,266,119,0,498,357,56,43,623,175,43
1500000US131210031002,131210031002,"Block Group 2, Census Tract 31, Fulton County, Georgia",916,523,308,135,35,393,116,156,21,424,291,56
1500000US131210032001,131210032001,"Block Group 1, Census Tract 32, Fulton County, Georgia",2150,1104,695,331,37,1046,717,232,40,1412,563,77
1500000US131210035001,131210035001,"Block Group 1, Census Tract 35, Fulton County, Georgia",671,353,148,194,11,318,250,68,0,398,262,11
1500000US131210035002,131210035002,"Block Group 2, Census Tract 35, Fulton County, Georgia",1436,969,421,513,14,467,250,199,3,671,712,17
1500000US131210036001,131210036001,"Block Group 1, Census Tract 36, Fulton County, Georgia",1453,793,479,130,97,660,413,111,52,892,241,149
1500000US131210037001,131210037001,"Block Group 1, Census Tract 37, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0
1500000US131210038001,131210038001,"Block Group 1, Census Tract 38, Fulton County, Georgia",3872,2346,2195,90,15,1526,1422,60,14,3617,150,29
1500000US131210039001,131210039001,"Block Group 1, Census Tract 39, Fulton County, Georgia",1172,503,170,124,49,669,121,199,113,291,323,162
1500000US131210039002,131210039002,"Block Group 2, Census Tract 39, Fulton County, Georgia",768,325,101,89,22,443,221,73,17,322,162,39
1500000US131210040001,131210040001,"Block Group 1, Census Tract 40, Fulton County, Georgia",1148,571,235,145,57,577,134,261,124,369,406,181
1500000US131210040002,131210040002,"Block Group 2, Census Tract 40, Fulton County, Georgia",635,322,104,96,18,313,112,79,48,216,175,66
1500000US131210040003,131210040003,"Block Group 3, Census Tract 40, Fulton County, Georgia",625,323,60,113,42,302,45,189,56,105,302,98
1500000US131210041001,131210041001,"Block Group 1, Census Tract 41, Fulton County, Georgia",503,247,84,81,16,256,93,65,31,177,146,47
1500000US131210041002,131210041002,"Block Group 2, Census Tract 41, Fulton County, Georgia",904,323,42,127,7,581,214,102,34,256,229,41
1500000US131210041003,131210041003,"Block Group 3, Census Tract 41, Fulton County, Georgia",499,254,112,108,12,245,74,94,39,186,202,51
1500000US131210042001,131210042001,"Block Group 1, Census Tract 42, Fulton County, Georgia",414,146,37,56,29,268,120,57,72,157,113,101
1500000US131210042002,131210042002,"Block Group 2, Census Tract 42, Fulton County, Georgia",1813,743,253,266,136,1070,338,402,205,591,668,341
1500000US131210043001,131210043001,"Block Group 1, Census Tract 43, Fulton County, Georgia",1593,55,55,0,0,1538,1517,11,0,1572,11,0
1500000US131210043002,131210043002,"Block Group 2, Census Tract 43, Fulton County, Georgia",1181,628,318,192,16,553,297,174,9,615,366,25
1500000US131210044001,131210044001,"Block Group 1, Census Tract 44, Fulton County, Georgia",2509,1059,310,241,84,1450,743,175,57,1053,416,141
1500000US131210048001,131210048001,"Block Group 1, Census Tract 48, Fulton County, Georgia",1048,439,224,146,12,609,231,159,119,455,305,131
1500000US131210049001,131210049001,"Block Group 1, Census Tract 49, Fulton County, Georgia",1494,632,241,202,10,862,180,275,123,421,477,133
1500000US131210049002,131210049002,"Block Group 2, Census Tract 49, Fulton County, Georgia",1397,752,410,145,30,645,232,288,20,642,433,50
1500000US131210050001,131210050001,"Block Group 1, Census Tract 50, Fulton County, Georgia",2065,1091,496,342,101,974,500,268,104,996,610,205
1500000US131210052001,131210052001,"Block Group 1, Census Tract 52, Fulton County, Georgia",931,543,255,238,10,388,227,47,70,482,285,80
1500000US131210052002,131210052002,"Block Group 2, Census Tract 52, Fulton County, Georgia",1262,464,189,95,21,798,226,179,65,415,274,86
1500000US131210052003,131210052003,"Block Group 3, Census Tract 52, Fulton County, Georgia",2988,1416,737,441,45,1572,933,400,55,1670,841,100
1500000US131210053001,131210053001,"Block Group 1, Census Tract 53, Fulton County, Georgia",1730,789,229,308,74,941,375,350,31,604,658,105
1500000US131210053002,131210053002,"Block Group 2, Census Tract 53, Fulton County, Georgia",1285,526,170,219,27,759,197,254,72,367,473,99
1500000US131210053003,131210053003,"Block Group 3, Census Tract 53, Fulton County, Georgia",688,354,171,132,0,334,143,150,6,314,282,6
1500000US131210055011,131210055011,"Block Group 1, Census Tract 55.01, Fulton County, Georgia",1050,654,432,102,39,396,178,127,44,610,229,83
1500000US131210055012,131210055012,"Block Group 2, Census Tract 55.01, Fulton County, Georgia",1483,692,283,159,35,791,350,193,55,633,352,90
1500000US131210055021,131210055021,"Block Group 1, Census Tract 55.02, Fulton County, Georgia",2422,991,382,199,30,1431,524,305,170,906,504,200
1500000US131210057001,131210057001,"Block Group 1, Census Tract 57, Fulton County, Georgia",1655,911,283,256,81,744,273,214,106,556,470,187
1500000US131210058001,131210058001,"Block Group 1, Census Tract 58, Fulton County, Georgia",2023,976,339,259,73,1047,373,351,64,712,610,137
1500000US131210060001,131210060001,"Block Group 1, Census Tract 60, Fulton County, Georgia",600,124,42,43,0,476,225,41,75,267,84,75
1500000US131210060002,131210060002,"Block Group 2, Census Tract 60, Fulton County, Georgia",1139,561,80,275,61,578,102,184,130,182,459,191
1500000US131210060003,131210060003,"Block Group 3, Census Tract 60, Fulton County, Georgia",785,362,138,135,28,423,65,186,43,203,321,71
1500000US131210060004,131210060004,"Block Group 4, Census Tract 60, Fulton County, Georgia",736,350,33,162,43,386,84,126,83,117,288,126
1500000US131210061001,131210061001,"Block Group 1, Census Tract 61, Fulton County, Georgia",580,331,70,130,64,249,85,68,56,155,198,120
1500000US131210061002,131210061002,"Block Group 2, Census Tract 61, Fulton County, Georgia",1295,416,48,171,44,879,275,282,98,323,453,142
1500000US131210061003,131210061003,"Block Group 3, Census Tract 61, Fulton County, Georgia",730,365,189,86,64,365,96,131,126,285,217,190
1500000US131210061004,131210061004,"Block Group 4, Census Tract 61, Fulton County, Georgia",1067,527,129,178,16,540,203,129,102,332,307,118
1500000US131210062001,131210062001,"Block Group 1, Census Tract 62, Fulton County, Georgia",943,492,156,190,37,451,198,132,33,354,322,70
1500000US131210062002,131210062002,"Block Group 2, Census Tract 62, Fulton County, Georgia",532,282,101,50,15,250,79,87,23,180,137,38
1500000US131210063001,131210063001,"Block Group 1, Census Tract 63, Fulton County, Georgia",1079,613,196,251,84,466,116,207,80,312,458,164
1500000US131210063002,131210063002,"Block Group 2, Census Tract 63, Fulton County, Georgia",571,243,74,81,20,328,93,103,14,167,184,34
1500000US131210064001,131210064001,"Block Group 1, Census Tract 64, Fulton County, Georgia",1175,540,257,157,27,635,280,235,21,537,392,48
1500000US131210065001,131210065001,"Block Group 1, Census Tract 65, Fulton County, Georgia",683,382,193,111,40,301,67,162,63,260,273,103
1500000US131210065002,131210065002,"Block Group 2, Census Tract 65, Fulton County, Georgia",1683,794,261,206,118,889,218,398,102,479,604,220
1500000US131210065003,131210065003,"Block Group 3, Census Tract 65, Fulton County, Georgia",605,325,40,249,0,280,83,100,70,123,349,70
1500000US131210065004,131210065004,"Block Group 4, Census Tract 65, Fulton County, Georgia",1312,614,155,307,24,698,256,258,27,411,565,51
1500000US131210066011,131210066011,"Block Group 1, Census Tract 66.01, Fulton County, Georgia",853,428,136,191,5,425,144,166,44,280,357,49
1500000US131210066012,131210066012,"Block Group 2, Census Tract 66.01, Fulton County, Georgia",1364,657,261,176,45,707,204,351,52,465,527,97
1500000US131210066021,131210066021,"Block Group 1, Census Tract 66.02, Fulton County, Georgia",1369,697,220,162,48,672,241,191,35,461,353,83
1500000US131210067001,131210067001,"Block Group 1, Census Tract 67, Fulton County, Georgia",833,359,129,79,78,474,101,213,101,230,292,179
1500000US131210067002,131210067002,"Block Group 2, Census Tract 67, Fulton County, Georgia",1560,756,177,278,103,804,181,306,149,358,584,252
1500000US131210067003,131210067003,"Block Group 3, Census Tract 67, Fulton County, Georgia",1348,659,260,150,101,689,218,256,87,478,406,188
1500000US131210068011,131210068011,"Block Group 1, Census Tract 68.01, Fulton County, Georgia",2382,2367,1157,1106,104,15,0,15,0,1157,1121,104
1500000US131210068021,131210068021,"Block Group 1, Census Tract 68.02, Fulton County, Georgia",1992,792,104,81,22,1200,461,183,35,565,264,57
1500000US131210069001,131210069001,"Block Group 1, Census Tract 69, Fulton County, Georgia",974,380,204,84,11,594,248,118,20,452,202,31
1500000US131210069002,131210069002,"Block Group 2, Census Tract 69, Fulton County, Georgia",1335,735,286,261,23,600,241,249,21,527,510,44
1500000US131210069003,131210069003,"Block Group 3, Census Tract 69, Fulton County, Georgia",1242,672,309,268,33,570,214,197,64,523,465,97
1500000US131210070011,131210070011,"Block Group 1, Census Tract 70.01, Fulton County, Georgia",2406,938,295,192,76,1468,464,465,78,759,657,154
1500000US131210070012,131210070012,"Block Group 2, Census Tract 70.01, Fulton County, Georgia",1168,595,97,247,97,573,158,201,68,255,448,165
1500000US131210070013,131210070013,"Block Group 3, Census Tract 70.01, Fulton County, Georgia",1190,542,185,108,23,648,292,150,56,477,258,79
1500000US131210070021,131210070021,"Block Group 1, Census Tract 70.02, Fulton County, Georgia",860,262,70,98,0,598,261,140,18,331,238,18
1500000US131210070022,131210070022,"Block Group 2, Census Tract 70.02, Fulton County, Georgia",429,145,38,64,26,284,142,83,10,180,147,36
1500000US131210070023,131210070023,"Block Group 3, Census Tract 70.02, Fulton County, Georgia",297,226,179,19,26,71,16,30,24,195,49,50
1500000US131210070024,131210070024,"Block Group 4, Census Tract 70.02, Fulton County, Georgia",302,184,70,35,0,118,61,0,0,131,35,0
1500000US131210071001,131210071001,"Block Group 1, Census Tract 71, Fulton County, Georgia",868,434,84,194,33,434,124,158,51,208,352,84
1500000US131210071002,131210071002,"Block Group 2, Census Tract 71, Fulton County, Georgia",1151,467,94,222,46,684,245,184,124,339,406,170
1500000US131210072001,131210072001,"Block Group 1, Census Tract 72, Fulton County, Georgia",1687,762,183,214,75,925,346,287,89,529,501,164
1500000US131210072002,131210072002,"Block Group 2, Census Tract 72, Fulton County, Georgia",342,164,32,74,4,178,73,35,29,105,109,33
1500000US131210073001,131210073001,"Block Group 1, Census Tract 73, Fulton County, Georgia",2642,1198,457,328,154,1444,553,485,168,1010,813,322
1500000US131210073002,131210073002,"Block Group 2, Census Tract 73, Fulton County, Georgia",3397,1473,621,266,30,1924,725,579,88,1346,845,118
1500000US131210073003,131210073003,"Block Group 3, Census Tract 73, Fulton County, Georgia",1913,591,257,98,46,1322,371,410,92,628,508,138
1500000US131210074001,131210074001,"Block Group 1, Census Tract 74, Fulton County, Georgia",1409,699,295,225,32,710,300,205,53,595,430,85
1500000US131210074002,131210074002,"Block Group 2, Census Tract 74, Fulton County, Georgia",1616,826,199,305,145,790,160,138,329,359,443,474
1500000US131210075001,131210075001,"Block Group 1, Census Tract 75, Fulton County, Georgia",1087,383,83,171,24,704,274,241,43,357,412,67
1500000US131210075002,131210075002,"Block Group 2, Census Tract 75, Fulton County, Georgia",511,298,133,75,11,213,38,113,14,171,188,25
1500000US131210075003,131210075003,"Block Group 3, Census Tract 75, Fulton County, Georgia",846,409,112,210,68,437,64,194,127,176,404,195
1500000US131210075004,131210075004,"Block Group 4, Census Tract 75, Fulton County, Georgia",815,362,123,76,9,453,190,119,40,313,195,49
1500000US131210076021,131210076021,"Block Group 1, Census Tract 76.02, Fulton County, Georgia",612,240,38,100,49,372,58,161,48,96,261,97
1500000US131210076022,131210076022,"Block Group 2, Census Tract 76.02, Fulton County, Georgia",903,468,106,218,77,435,125,191,65,231,409,142
1500000US131210076023,131210076023,"Block Group 3, Census Tract 76.02, Fulton County, Georgia",1055,440,90,119,62,615,149,148,139,239,267,201
1500000US131210076031,131210076031,"Block Group 1, Census Tract 76.03, Fulton County, Georgia",1553,744,253,140,38,809,281,224,69,534,364,107
1500000US131210076032,131210076032,"Block Group 2, Census Tract 76.03, Fulton County, Georgia",1630,564,178,153,60,1066,370,287,208,548,440,268
1500000US131210076033,131210076033,"Block Group 3, Census Tract 76.03, Fulton County, Georgia",1332,601,217,101,82,731,313,231,90,530,332,172
1500000US131210076041,131210076041,"Block Group 1, Census Tract 76.04, Fulton County, Georgia",2331,952,387,285,56,1379,371,530,196,758,815,252
1500000US131210077031,131210077031,"Block Group 1, Census Tract 77.03, Fulton County, Georgia",1071,453,156,89,54,618,201,244,73,357,333,127
1500000US131210077032,131210077032,"Block Group 2, Census Tract 77.03, Fulton County, Georgia",1740,816,187,309,113,924,289,202,233,476,511,346
1500000US131210077033,131210077033,"Block Group 3, Census Tract 77.03, Fulton County, Georgia",1341,518,185,82,72,823,244,227,158,429,309,230
1500000US131210077041,131210077041,"Block Group 1, Census Tract 77.04, Fulton County, Georgia",817,297,34,120,9,520,223,160,15,257,280,24
1500000US131210077042,131210077042,"Block Group 2, Census Tract 77.04, Fulton County, Georgia",2156,985,277,290,109,1171,355,343,95,632,633,204
1500000US131210077043,131210077043,"Block Group 3, Census Tract 77.04, Fulton County, Georgia",2344,832,255,308,80,1512,565,500,192,820,808,272
1500000US131210077051,131210077051,"Block Group 1, Census Tract 77.05, Fulton County, Georgia",2517,1195,351,152,41,1322,658,283,62,1009,435,103
1500000US131210077052,131210077052,"Block Group 2, Census Tract 77.05, Fulton County, Georgia",2504,908,348,188,268,1596,462,371,477,810,559,745
1500000US131210077061,131210077061,"Block Group 1, Census Tract 77.06, Fulton County, Georgia",2820,1302,447,201,104,1518,481,526,142,928,727,246
1500000US131210077062,131210077062,"Block Group 2, Census Tract 77.06, Fulton County, Georgia",2248,896,380,161,218,1352,558,316,334,938,477,552
1500000US131210077063,131210077063,"Block Group 3, Census Tract 77.06, Fulton County, Georgia",4422,1897,1131,226,92,2525,1185,591,263,2316,817,355
1500000US131210078021,131210078021,"Block Group 1, Census Tract 78.02, Fulton County, Georgia",4140,1812,942,449,120,2328,1022,658,181,1964,1107,301
1500000US131210078022,131210078022,"Block Group 2, Census Tract 78.02, Fulton County, Georgia",2852,1517,477,523,125,1335,321,549,141,798,1072,266
1500000US131210078023,131210078023,"Block Group 3, Census Tract 78.02, Fulton County, Georgia",1207,497,99,340,58,710,284,115,79,383,455,137
1500000US131210078024,131210078024,"Block Group 4, Census Tract 78.02, Fulton County, Georgia",1815,871,183,332,71,944,166,420,96,349,752,167
1500000US131210078051,131210078051,"Block Group 1, Census Tract 78.05, Fulton County, Georgia",1381,883,325,373,50,498,139,116,208,464,489,258
1500000US131210078052,131210078052,"Block Group 2, Census Tract 78.05, Fulton County, Georgia",1763,825,276,291,74,938,170,482,166,446,773,240
1500000US131210078061,131210078061,"Block Group 1, Census Tract 78.06, Fulton County, Georgia",1676,913,166,363,85,763,190,259,135,356,622,220
1500000US131210078062,131210078062,"Block Group 2, Census Tract 78.06, Fulton County, Georgia",3863,1152,167,320,34,2711,769,892,312,936,1212,346
1500000US131210078063,131210078063,"Block Group 3, Census Tract 78.06, Fulton County, Georgia",1055,552,157,210,159,503,43,335,101,200,545,260
1500000US131210078071,131210078071,"Block Group 1, Census Tract 78.07, Fulton County, Georgia",2537,1074,298,244,64,1463,383,384,160,681,628,224
1500000US131210078072,131210078072,"Block Group 2, Census Tract 78.07, Fulton County, Georgia",666,279,24,124,46,387,129,148,59,153,272,105
1500000US131210078081,131210078081,"Block Group 1, Census Tract 78.08, Fulton County, Georgia",1900,715,138,152,47,1185,396,308,126,534,460,173
1500000US131210078082,131210078082,"Block Group 2, Census Tract 78.08, Fulton County, Georgia",2587,1050,227,97,20,1537,600,241,37,827,338,57
1500000US131210079001,131210079001,"Block Group 1, Census Tract 79, Fulton County, Georgia",1819,965,298,347,198,854,128,354,287,426,701,485
1500000US131210079002,131210079002,"Block Group 2, Census Tract 79, Fulton County, Georgia",1231,363,77,157,111,868,235,294,270,312,451,381
1500000US131210079003,131210079003,"Block Group 3, Census Tract 79, Fulton County, Georgia",2751,1047,361,308,165,1704,509,494,415,870,802,580
1500000US131210080001,131210080001,"Block Group 1, Census Tract 80, Fulton County, Georgia",1064,433,154,144,34,631,198,248,122,352,392,156
1500000US131210080002,131210080002,"Block Group 2, Census Tract 80, Fulton County, Georgia",1205,539,103,189,91,666,231,191,129,334,380,220
1500000US131210080003,131210080003,"Block Group 3, Census Tract 80, Fulton County, Georgia",496,156,16,63,8,340,85,85,62,101,148,70
1500000US131210080004,131210080004,"Block Group 4, Census Tract 80, Fulton County, Georgia",1255,602,131,131,89,653,185,181,106,316,312,195
1500000US131210080005,131210080005,"Block Group 5, Census Tract 80, Fulton County, Georgia",1402,759,154,236,154,643,99,241,225,253,477,379
1500000US131210081011,131210081011,"Block Group 1, Census Tract 81.01, Fulton County, Georgia",1138,634,145,219,117,504,130,192,152,275,411,269
1500000US131210081021,131210081021,"Block Group 1, Census Tract 81.02, Fulton County, Georgia",1278,832,233,294,98,446,67,158,134,300,452,232
1500000US131210081022,131210081022,"Block Group 2, Census Tract 81.02, Fulton County, Georgia",940,414,85,31,78,526,55,248,68,140,279,146
1500000US131210081023,131210081023,"Block Group 3, Census Tract 81.02, Fulton County, Georgia",2160,920,286,192,15,1240,548,366,133,834,558,148
1500000US131210081024,131210081024,"Block Group 4, Census Tract 81.02, Fulton County, Georgia",2653,941,123,325,142,1712,695,481,246,818,806,388
1500000US131210082011,131210082011,"Block Group 1, Census Tract 82.01, Fulton County, Georgia",1951,805,194,398,116,1146,212,375,449,406,773,565
1500000US131210082012,131210082012,"Block Group 2, Census Tract 82.01, Fulton County, Georgia",3083,1241,301,253,307,1842,629,444,463,930,697,770
1500000US131210082013,131210082013,"Block Group 3, Census Tract 82.01, Fulton County, Georgia",965,432,172,48,65,533,158,128,111,330,176,176
1500000US131210082021,131210082021,"Block Group 1, Census Tract 82.02, Fulton County, Georgia",948,386,78,153,55,562,137,169,115,215,322,170
1500000US131210082022,131210082022,"Block Group 2, Census Tract 82.02, Fulton County, Georgia",836,337,97,73,61,499,141,135,130,238,208,191
1500000US131210082023,131210082023,"Block Group 3, Census Tract 82.02, Fulton County, Georgia",264,92,29,31,13,172,88,40,8,117,71,21
1500000US131210082024,131210082024,"Block Group 4, Census Tract 82.02, Fulton County, Georgia",0,0,0,0,0,0,0,0,0,0,0,0
1500000US131210083011,131210083011,"Block Group 1, Census Tract 83.01, Fulton County, Georgia",1691,901,268,281,108,790,234,264,132,502,545,240
1500000US131210083012,131210083012,"Block Group 2, Census Tract 83.01, Fulton County, Georgia",604,234,67,39,80,370,82,150,88,149,189,168
1500000US131210083021,131210083021,"Block Group 1, Census Tract 83.02, Fulton County, Georgia",793,395,146,107,31,398,183,85,100,329,192,131
1500000US131210083022,131210083022,"Block Group 2, Census Tract 83.02, Fulton County, Georgia",1148,625,268,182,152,523,90,141,216,358,323,368
1500000US131210084001,131210084001,"Block Group 1, Census Tract 84, Fulton County, Georgia",1472,773,255,296,45,699,207,267,100,462,563,145
1500000US131210084002,131210084002,"Block Group 2, Census Tract 84, Fulton County, Georgia",883,472,102,156,99,411,112,128,70,214,284,169
1500000US131210084003,131210084003,"Block Group 3, Census Tract 84, Fulton County, Georgia",963,341,38,121,145,622,381,94,103,419,215,248
1500000US131210085001,131210085001,"Block Group 1, Census Tract 85, Fulton County, Georgia",565,295,86,132,77,270,62,143,50,148,275,127
1500000US131210085002,131210085002,"Block Group 2, Census Tract 85, Fulton County, Georgia",1248,532,86,142,112,716,234,108,139,320,250,251
1500000US131210085003,131210085003,"Block Group 3, Census Tract 85, Fulton County, Georgia",1222,592,320,67,127,630,203,115,130,523,182,257
1500000US131210086011,131210086011,"Block Group 1, Census Tract 86.01, Fulton County, Georgia",1663,624,164,7,49,1039,437,56,60,601,63,109
1500000US131210086012,131210086012,"Block Group 2, Census Tract 86.01, Fulton County, Georgia",1001,441,102,128,84,560,193,140,86,295,268,170
1500000US131210086013,131210086013,"Block Group 3, Census Tract 86.01, Fulton County, Georgia",1414,799,251,303,158,615,115,216,204,366,519,362
1500000US131210086014,131210086014,"Block Group 4, Census Tract 86.01, Fulton County, Georgia",348,198,86,65,47,150,33,52,55,119,117,102
1500000US131210086021,131210086021,"Block Group 1, Census Tract 86.02, Fulton County, Georgia",803,340,119,143,42,463,151,145,32,270,288,74
1500000US131210086022,131210086022,"Block Group 2, Census Tract 86.02, Fulton County, Georgia",260,102,5,52,24,158,44,31,80,49,83,104
1500000US131210087001,131210087001,"Block Group 1, Census Tract 87, Fulton County, Georgia",1009,408,131,121,47,601,211,145,104,342,266,151
1500000US131210087002,131210087002,"Block Group 2, Census Tract 87, Fulton County, Georgia",818,420,226,58,46,398,84,182,29,310,240,75
1500000US131210087003,131210087003,"Block Group 3, Census Tract 87, Fulton County, Georgia",969,351,149,55,63,618,266,171,118,415,226,181
1500000US131210087004,131210087004,"Block Group 4, Census Tract 87, Fulton County, Georgia",1568,557,138,206,135,1011,421,151,286,559,357,421
1500000US131210088001,131210088001,"Block Group 1, Census Tract 88, Fulton County, Georgia",2944,1495,515,428,130,1449,590,332,202,1105,760,332
1500000US131210088002,131210088002,"Block Group 2, Census Tract 88, Fulton County, Georgia",1625,805,440,139,37,820,373,317,57,813,456,94
